content,clean_final,pred_topic
1. bug nya tolong diperbaiki sering ada bug saat login pdhl kondisi jaringan sgt bagus 2. Metashift udh kek orgil 3. Perbandingan chara b4 & b5 nya nggk ngotak bahkan sampe patch sekarang belum ada b4 baru 4. Story buat saat ini di amphoreus nggk se wah di penacony. terlalu bertele2 malah bikin jenuh krn bnyk puzzle 5. tolong adakan Companion mission character lagi 6. tolong kalau mau adain global passive diliat2 dlu.treatment castorice dgn emanator masa berbeda bgt pdhl castorice bukan emanator,bug baik bug login pdhl kondisi jaring sgt metashift orgil banding chara b b nggk pikir sampe patch b story amphoreus nggk penacony tele jenuh puzzle adakan companion mission character adakan global passive liat treatment castorice emanator beda pdhl castorice emanator,1
terima kasih game baik gacha,gacha,11
Absolute Cinema,absolute cema,-1
"Semua hall yg gua pengen ada di genshin, ada di sini",hall ken genshin,-1
Terlaku banyak dialog. Dangk bisa di skip.. gacha,laku dialog dangk skip gacha,3
"Loginnya susah bgt, ga bisa"" padahal udah bener sandi sama akunnya😐",loginnya susah bener sandi akun,0
Omaygaaaaattt finally,omaygaaaaattt finally,2
power creep tidak terkendali dan gak ada balencing dari mihoyo pity,power creep kendali balencing mihoyo pity,3
"Minggu, 23 April 2023 banner",minggu april banner,7
Sehat Sehat Game Baik Mmmmmmuach,mmmmmmuach,2
Menurutku kureng ya karena ketika kita mau download data-nya itu lama banget,turut reng download data,7
Coolllll,coolllll,2
"Overall good, kurangnya dikoneksi internet yg jarang hijau walau tidak terlalu berdampak ke gameplay",overall kurang koneksi internet jarang hijau dampak,0
aku suka game ini🫣,suka,13
Bagus update,update,7
"Gamenya bagus banget apalagi grafiknya behh........, tapi sayangnya ini game batle tur base, gw gak suka game batle tur base tapi gw jadi suka main game batle tur base karna game ini yang bertemakan bertempur dengan karakter yang menyerupai anine",grafik behh sayang batle tur base suka batle tur base suka batle tur base karna tema tempur karakter rupa anine,1
Lama banget lodingnyaaaa,lodingnyaaaa,2
"Mengapa Selalu Keluar Keluar Dari Game Dan Aku Berharap Banget Ini Segera Diperbaiki Oleh Mihoyo/Hoyoverse Apapun Itu, Aku Hanya Ingin Mainin Gamenya Dengan Tanpa Bugis Sedikitpun(Onegai Mihoyo/Hoyoverse)",harap baik mihoyo apa mainin bugis sedikit onegai mihoyo,-1
Best pity,pity,23
"dri pc pindah ke hp sendiri malah engga bisa login di email engga bales, udah beberapa hari engga bisa login",dri pc pindah hp engga login email engga bales engga login,0
"Sinyal 4G+. Tapi login error terus terusan. Loading in game nya lama juga. Padahal Hp RAM 8/256, Hadehh",sinyal login error terus loading hp ram hadehh,0
powercreep.,powercreep,20
"Ini kan game turn base ceritanya jangan panjang"" soalnya males bacanya. Jadi kesannya ngebosenin bangat. lag",turn base cerita males baca kesan ngebosenin bangat lag,22
"game busuk gua udah top up banyak di game ini,tetep aja buat end game keteteran terlalu gila power creep nya.pliss fix your fungking game hoyosit",busuk top tetep end keteter gila power creep fix fungking hoyosit,-1
gacor dari awal rilis,gacor rilis,7
"Apaan sih kok sekali update lngsng 6gb game trun base kek gni doang, klo game sebelah mah g hrn tpi ini..",update lngsng gb trun base gni doang belah mah hrn,-1
game bauk,bauk,14
"Terlalu lama untuk mencari relic/bahan ascend karakter, padahal karakter saya udh bagus(sudah well build). terkesanya gemeplay lebih boring, dan power crepnya gila yg karakter dulunya favorit+Waifu sekarang di konten endgame ga guna hadeh game memaksa kita untuk gacha char baru yg buffnya untuk karakter baru musuhnya juga bisa ke konter karakter sekarang yg di benner",cari relic bahan ascend karakter karakter well build terkesanya gemeplay boring power crepnya gila karakter dulunya favorit waifu konten endgame hadeh paksa gacha char buffnya karakter musuh konter karakter benner,1
"error downloading data game, waiting soooo longggggg and always become unstable error reading data game if download, or update data game, plzzz always been like that plsss, whyyy plissss fixxx itttttt....",error downloading data waiting soooo longggggg always become unstable error reading data download update data plzzz always plsss whyyy plissss fixxx itttttt,4
Powercreep gila gilaan lag,powercreep gila gila lag,20
"Jujur saya sangat suka dengan game HSR. Tapi setelah memainkan game ini setahun lebih saya mengerti bahwa monster terus menjadi kuat. Ya, tidak ada yang salah dengan itu. Tapi tolong lakukan penyesuaian kepada karakter limited lama, seperti selee, jing yuan, kafka, dll. Sekarang, developer benar2 membunuh mereka, setiap update kekuatan monster meningkat drastis dan solusi deplover adalah membuat karakter limited baru yang bisa menyaingi kekuatan monster. Ini sangat menyedihkan. gacha",jujur suka hsr main tahun erti monster kuat salah laku sesuai karakter limited selee jing yuan kafka dll developer bunuh update kuat monster tingkat drastis solusi deplover karakter limited saing kuat monster sedih gacha,1
Ahhhhh itu pas mulai tetep masuk masukan email juga masukan sandi padahal udah di tulis tp tetep salah ahhhhhhhhhh aku kasih bintang 1 aja uh,ahhhhh tetep masuk masuk email masuk sandi tulis tp tetep salah ahhhhhhhhhh bintang uh,0
makin lama makin aneh ni game update banyak power creap msih enak zaman dlu saran jangan mempersulit dari segi item atau yang lain nya,aneh update power creap msih enak zaman saran sulit segi item,-1
"optimalisasi game sangat buruk, ui yang ampas daur ulang, sangat berat bagi perangkat menengah",optimalisasi buruk ui ampas daur ulang berat perangkat tengah,-1
"Gameplay nya sangat bagus dan memuaskan. Tapi sebagai pemain pc , size tiap update terlalu besar dan launcher banyak masalah. Saat gagal download biasanya harus ulang dari awal dan itu sangat jelek dan masih bnyk masalah lainnya yg sampai sekarang tidak diperbaiki",muas main pc size update launcher gagal download ulang jelek baik,0
login nya lama sumpah bikin kesel tolong dong dipercepat loginnya,login sumpah kesel cepat loginnya,0
Perfect👌,perfect,10
"optimalkan lagi gamenya, sd 680 sangat lag padahal grafik low pity",optimal sd lag grafik low pity,-1
bintang 1 dlu,bintang,8
login error.. g bisa msuk game nih. apa msih close kah?,login error msuk nih msih close kah,0
game turnbased tapi inflasi HPNYA LUARBIASA. KARAKTER LAMA GA DI BUFF BUFF JUALAN JARAKTER BARU MULU banner,turnbased inflasi hpnya luarbiasa karakter buff buff jual jarakter mulu banner,1
Game turn base yang cukup menyenangkan dan mengubah pikiran saya tentang game turn base itu membosankan,turn base senang ubah pikir turn base bosan,9
download untuk dapat uid sepuh aja 😎,download uid sepuh,7
Pas donlot sering fc kapan mainya klo donlotbaru 1mnit udah force close,unduh fc mai donlotbaru mnit force close,0
Kalo ketemu bug nyangkut di tutorial gimana gabisa tele soal nya,ketemu bug nyangkut tutorial gimana gabisa tele,0
"Game Baik :) Good Game , Mantap Game , Enjoy To Game",enjoy,6
Game masterpiece coy banner,masterpiece banner,19
"Sering force close sendiri dan di jaringan xl tidak bisa login padahal game lain bisa, di kasih bintang 5 jika sudah diperbaiki banner",force close jaring xl login bintang baik banner,0
"Waktu uda lama nunggu loading dan "" tekan untuk mulai "" ehhhh malah ada tulisan "" Login eror, silakan coba lagi nanti. Kode eror: 1001_3 "" uda ber kli2 lhoo ak login lgi, msi samaaa ajaaaa, trus layar kereta ny malah berwarna pink, hamdehhh perbaiki lhhh update",uda tunggu loading tekan ehhhh tulis login eror sila coba kode eror uda ber kli lhoo login msi samaaa ajaaaa layar kereta warna pink hamdehhh baik lhhh update,0
Wow hd ny,wow hd,10
Suka bnget gua ma genre turnbase gini 👍,suka genre turnbase gin,13
Inflasi yang berat buat pemula,inflasi berat mula,27
"di versi 2.6 jalan ceritanya benar-benar bikin kepala pusing, karena terlalu berbelit-belit jalan ceritanya.",versi jalan cerita kepala pusing belit belit jalan cerita,-1
"Gamenya bagus banget dan enak diliatnya , ini game enak pas main di perjalanan bisa ga kerasa perjalanan, karakternya bagus dan yang suka jejepangan rekomended deh , goodluck honkai",enak liat enak jalan rasa jalan karakter suka jejepangan rekomended deh goodluck honkai,-1
Untuk Game Nya Sangat Bagus Dibagian character nya dan juga grafis nya bagus. Untuk Gacha Jangan pelit kepada player gratisan. Dan untuk kualitas sinyal ditingkatkan lagi. Thanks Hoyoverse.,bagi character grafis gacha pelit player gratis kualitas sinyal tingkat,5
"Thank honkai starrail , game ramah f2p",honkai starrail ramah f p,3
Oomaaagaddd rilis update,oomaaagaddd rilis update,-1
saya suka sunday🗿,suka sunday,13
Beyu di,beyu,14
the best game turnbase,turnbase,18
👌 turn-based,turn based,18
Min mau tanya minimal main di android spek nya seberapa lag,minimal android spek lag,-1
"Game Ba*bi, Udah susah-susah Nge grinding bust dapetin firefly malah dapet clara, mana pity 70 lagi hdeh dasar mihoyo kapitalis.",ba bi susah susah nge grinding bust firefly clara pity hdeh dasar mihoyo kapitalis,24
kena mental,kena mental,6
"udah capek capek farm material,trace sama relic casto, castorice nya ngak pulang mana pity 80.gacha sunday buat casto rasanya kena scam yg bagus malah tribie,tribie udah di gacha castonya ngak ada emang kikir",lelah lelah farm material trace relic casto castorice pulang pity gacha sunday casto kena scam tribie tribie gacha castonya kikir,3
Lumayan seru banner,lumayan banner,6
10 out of 10 banyak mommy,mommy,14
5 Star for this game!!! Tapi minimal kasih gw clara lah hoyoverse :) Edited : Dh dapat ama lc nya thanks very much hoyo btw please add 45FPS because 60 Fps burn my phone,star minimal clara edited ama lc much hoyo btw add fps fps burn phone,3
Bgus,bgus,2
Nice game thank you ☺☺☺☺☺☺☺😊😊😊😊😃😃😃😃😃😃 lag,lag,-1
Sedikit mengingatkan gua sama game jadul persona 4,jadul persona,-1
Haaaa entah kenapa yakkk gw main nih game selalu lag mulu dan juga saat Cutscne selalu patah patah lohhh massaa HP xiomi redmi note 10 s patah patah padahal saat Cutscne gensin dan main game gensin selalu bagus tuhh walaupun sinyal merahhh apalagi honkai impact 3 padahal garfis gak terlalu high fps nya 60 lalu gw ubah ke fps 30 sama aja tuhh Cutscne nya patah patah dan temen gw juga sama patah patah tolong kedepannya di optimalkan lagi,haaaa yakkk nih lag mulu cutscne patah patah lohhh massaa hp xiomi redmi note patah patah cutscne gensin gensin tuhh sinyal merahhh honkai impact garfis high fps ubah fps tuhh cutscne patah patah temen patah patah depan optimal,-1
"Game nya sebenarnya bagus, untuk story sebaiknya dibuat lebih layak, jangan layar hitam diganti layar putih, itu terkesan sama.",story layak layar hitam ganti layar putih kes,-1
Game kapitalis,kapitalis,8
Bagus mungkin harus lebih di ringankan untuk game terkadang background pertarungan hilang.,ringan terkadang background tarung hilang,-1
"game nya bagus, story nya cukup oke, gameplay nya keren, animasi nya bagus bgt, desain char nya keren, ya ni game bagus lah",story animasi desain char,-1
Gud banner,banner,19
semoga kuat ga meledakk,moga kuat meledakk,25
"Tidak pernah Kecewa dengan kualitas dari Hoyoverse, tetapi game yang sudah saya install masih stuck pada layar awal.... semangat untuk staff Hoyoverse",kecewa kualitas install stuck layar staff,-1
Berat banget njir gw aja yang ram nya 6gb ngeframe-ngeframe abis bisa warp terus restart sendiri abis login/pas login padahal genshin kuat hadeh,berat njir ram gb ngeframe ngeframe abis warp restart abis login login genshin kuat hadeh,0
Game sangat bagus banyak bansos,bansos,-1
Saya berharap ada karakter colab dari Genshin seperti honkai impact dulu yang kedatangan karakter fiscl dan keqing👍,harap karakter colab genshin honkai impact datang karakter fiscl keqing,26
"The hell bro, baru juga gw mau download dalamnya ni game udh ngcrash aja hp gw, perasaan honkai impact aj gak sampe ngecrash gw mainnya, the hell lah🗿😔",hell bro download dalam ngcrash hp asa honkai impact aj sampe ngecrash main hell,-1
usahakan kalau kalah rate off jangan mentok pity lah,usaha kalah rate mentok pity,9
"You disappoint me, Hoyo.",disappoint hoyo,-1
"Ni game powercreepnya gila bet njir, sumpah bayangin gw udah cape cape build karakter bahkan gw spend duit gw buat E6 Karakter meta gw,malah kepowercreep termakan waktu oleh patch kedepan,plislah Hoyoo jan gini dongg,masa iya gw kudu spend duit lagi buat char yang gw gak mau tapi diperluin buat konten endgame kedepan. . .",powercreepnya gila bet njir sumpah bayangin cape cape build karakter spend duit e karakter meta kepowercreep makan patch depan plislah hoyoo jan gin dongg iya kudu spend duit char diperluin konten endgame depan,21
"kalau mau bikin metanya jomplang terus tiap patch mending sekalian bikin game kompe ysng yang bisa saling pvp antar karakter, lah ini game casual ngapain ngebikin playernya kesusahan? hp inflation dan karakter yang selalu powercreep udah mulai enek dengan cara pembawaan sampah kaya gini",meta jomplang patch mending kompe ysng pvp karakter casual ngebikin playernya susah hp inflation karakter powercreep enek bawa sampah kaya gin,-1
"Game ini sangat seru,tetapi katika aku menggacha pasti keluar sendiri",katika menggacha,11
"Selama saya main dari patch 1.2 game ini sangat seru dan ramah untuk Player f2p, walau banyak yang mempermasalahkan soal global passive, powercrepp, hp inflasi. Selagi tidak berlebihan sih saya wajarkan saja, saya bermain game ini sih fun-fun aja tidak ada masalah kendala apapun, Intinya ini game Baik sangat ramah f2p, Sangkyuu....",patch ramah player f p masalah global passive powercrepp hp inflasi selagi wajar main fun fun kendala apa inti ramah f p sangkyuu,1
"Kok semenjak update terbaru aplikasinya sering Force Close padahal memori internal masih lega, sinyal lancar",semenjak update baru aplikasi force close memori internal lega sinyal lancar,0
Piing merah terus pity,piing merah pity,-1
"Bang kenapa yaa ini bug, map-nya GK ada susah lihat jalannya,harus kah aku main pake ultra insting?. Tolong ya di perbaiki bugnya😁😁",bang yaa bug map susah lihat jalan kah pake ultra insting baik bugnya,-1
"Can the developer make a Gift Sistem form 1 player and another player to gift a item form inventory, and can you guys make a multiplayer gacha",developer gift sistem form player another player gift item form inventory guys multiplayer gacha,4
"Kuharap Nicholas Leung (pengisi suara Danheng) bisa mendapat kepastian pekerjaan dan mau kembali bekerja. Danheng adalah tim inti dari si protagonis dan penjaga kru trailblazers. Tidak mungkinkan penjaga hilang secara cepat kecuali gimnya mau tamat, apakah demikian? turn-based",harap nicholas leung isi suara danheng pasti kerja danheng tim inti protagonis jaga kru trailblazers mungkin jaga hilang cepat kecuali gim tamat turn based,1
Tidak ada komen,komen,8
keren coy maen dari awal rilis nih bos uid 8000,maen rilis nih bos uid,-1
"Tidak tahu apa yang salah, tiap main ini hp langsung bau gosong dan panas, padahal di genshin tidak begitu",salah hp langsung bau gosong panas genshin,-1
Aplikasi nya bagus tapi masih ada kurang nya jadi aku kasih bintang 4 dulu,aplikasi bintang,-1
4.0 like past please,past,15
"Aku sudah kasi bintang 5,tolong kasi aku menang rate off dan low pity pliss😡😡😡",bintang menang rate low pity,9
Storynya mantap event questnya juga gak ngebosenin lag,cerita event questnya ngebosenin lag,22
Game paling aneh ya game ini gacha,aneh gacha,12
"Underwhelming 2nd anniversasy event, Castorice's global passive controversy, Always dodging and not improving the dialogue-animated scene even though have been pressured by the community many times (really, it's cringe because you always hide behind the sarcastic dialogue/decision to not improving these feedback) If Kuro were an idealist turned into incels sucker, Hoyo were an idealist tone deaf and turning every their game into cashcow (why it sounds hoyo is more good than Kuro)",underwhelming nd anniversasy event castorice global passive controversy always dodging improving dialogue animated scene even though pressured community many times really cringe always hide behind sarcastic dialogue decision improving feedback kuro idealist turned incels sucker hoyo idealist tone deaf turning every cashcow sounds hoyo kuro,4
"Ya... aku kepo dengan game ini yang kapasitas penyimpanannya lebih kecil dari pada genshin jadi aku download,nah stelah ke download harus update dulu ampe 3x😭,tapi gak papa ini gara2 aku download waktu dia update,nih game seru bikin aku ngakak terus soalnya tempat sampah pasti di periksa😅😅,walau gak bisa loncat tapi stamina gak abis,terus game ini juga perlu strategi(game apa yang gak perlu strategi?tergantung orangnya)grafik ok map gak bsr2 amat soalnya pesawat rocom buat yang gak bs genshin",kepo kapasitas simpan genshin download stelah download update x papa gara download update nih ngakak sampah periksa loncat stamina abis strategi strategi gantung orang grafik map bsr pesawat rocom bs genshin,1
Dev game nya unduh data nya jangan banyak² dong saya sudah habis 5GB lebih pas saya masuk masa keriset gitu aja tolong perbaiki game nya (saya uninstall kalau gak di perbaiki),dev unduh data habis gb masuk riset gitu baik uninstall baik,0
"Gamenya bagus, grafiknya bagus banget ini recomendasi banget si bagi yng suka anime dan jug war",grafik recomendasi suka anime jug war,13
Login Error pity,login error pity,17
RILL BAGUS BANGETTT,rill bangettt,2
"Gamenya seru, lorenya juga ga bikin ngantuk, karena setiap pertempuran itu ganti2an nyerangnya jadi bisa bikin strategi dulu, cocok banget deh buat aku yang suka takut diserang pas lg nyerang",lorenya ngantuk tempur ganti nyerangnya strategi cocok deh suka takut serang serang,-1
Semuanya udah bagus cuman jalan ceritanya agak kurang yg sehabis belobog itu terlalu dipaksa dan klo farming bisa nyatai cuman gampang bosen ajaa tapi sejauh ini selalu dikasih stellar jade😋😋,cuman jalan cerita habis belobog paksa farming nyata cuman mudah bosan ajaa kasih stellar jade,-1
"Saya maen di redmi note 9, chipset helio g85, ram 4, maen di rata kiri. Lancar lancar aja tuh, cuma kalo update harus reinstall aja. Entahlah entar kalo updatenya makin banyak, ada kemungkinan harus ganti device",maen redmi note chipset hio ram maen kiri lancar lancar tuh update reinstall entar updatenya ganti device,0
Error 1001_2,error,8
Semoga dan heng imbiitor keluar lagi mimin berharap semoga keluar lagi,moga heng imbiitor mimin harap moga,25
"terlepas dari khawatirnya global passive pada update sekarang, buat kedepannya char yang akan datang memiliki passive yg gila2, overall game ini udah nemenin gua selama 2 tahun dan enjoy, semoga dev bisa belajar dan mendengarkan kritikan para pemain, agar hsr bisa terus bertahan lama dengan update2 char yang lebih sehat, penilaan bisa berubah ketika dev bisa benar2 mendengar kritikan kita para pemain",lepas khawatir global passive update depan char milik passive gila overall nemenin enjoy moga dev ajar dengar kritik main hsr tahan update char nila ubah dev dengar kritik main,1
"tolong ya banyakin lagi b4 nya jangan sampe mendadak kayak langka begini, char b5 kok yg jorjoran terus, terus lg walaupun aku husbu enjoyer dan aku juga suka sama chara cewe, tpi rasanya gaadil kalau chara cewe di buff dan di treat habis habisan di game, giliran chara cowo kit nya malah mid, di seimbangin dong di in game nya juga jangan cuma chara cowo nya yg malah dijadiin bahan merch biar player cewe banyak yg beli.. meta sama hp inflation jg ga ngotak, chara lama kena banget powercreep nya",banyak b sampe dadak langka char b jorjoran husbu enjoyer suka chara cewe gaadil chara cewe buff treat habis habis gilir chara cowo kit mid seimbangin chara cowo dijadiin bahan merch biar player cewe beli meta hp inflation pikir chara kena powercreep,21
penyakit powercreep gila,sakit powercreep gila,20
Boring. Old characters become weaker every new patch. Most new end game content enemies have high SPD & and thick HP pool. It's hard unless we have new characters or eidolons on old characters. Uninstal.,boring old characters become weaker every new patch new end content enemies high spd thick hp pool hard unless new characters eidolons old characters uninstal,4
penyakit powercreep gila,sakit powercreep gila,20
Saya sudah download full data pas mau login lagi selalu force close tolong di perbaiki I have downloaded full data when I want to log in again it always force close please fix it,download full data login force close baik downloaded full data want log always force close fix,17
"game bagus,banyak waifunya,emng minusny di powercreep yng gila si,tapi gw sebagai f2p masih sanggup/kuat buat gacha char baru,palingan yng protes pata p2p",waifunya emng minusny powercreep gila f p sanggup kuat gacha char paling protes pata p p,24
Banyak bug di game,bug,8
Ini kenapa yah e6 clara qinque fx sma sw gapakek busana sdngkn e6 bailul dan hook pakek busana minimal kl bikin yg niat lh masa pili kasih bailul dan hook makek busana kan saya yg ngewaifuin mreka berdua jd galnge(gagal sagne)🤬🤬🤬,yah e clara qinque fx sw gapakek busana sdngkn e bailul hook pakek busana minimal niat lh pil bailul hook makek busana ngewaifuin mreka dua galnge gagal sagne,21
Pelit relic bagus hmph!,pelit relic hmph,-1
"Nyesel gw download ini, gak bisa masuk udah loadingnya lama bnget sampai aku tinggal tidur krna penasaran, eh pas loadingnya udah, Mala gak bisa masuk gak nemuin server. Padahal sinyal lancar udah coba beberapa kali masih tetep aja gada server. Gak konek eror mlu tiba2 sinyal ilang..dahlah aku unisital aja!",nyesel download masuk loadingnya tinggal tidur krna penasaran eh loadingnya mala masuk nemuin server sinyal lancar coba kali tetep gada server konek eror mlu sinyal ilang dah unisital,0
Bagussssss,bagussssss,2
game baik terimakasi,terimakasi,-1
"games nya bagus saya suka, walaupun agak susah main nya tapi enjoy kok :) banner",games suka susah enjoy banner,9
Bansosny wangy bngt euy,bansosny wangy euy,16
"Gameplay dari gamenya menurut saya sangat unik & keren untuk dimainkan. Grafisnya juga sangat memanjakan mata, dan story di game ini juga sangat seru. Overall ini game sangat luar biasa jadi saya kasih bintang 5, semoga kedepannya semakin banyak event yang menarik agar pemain di game ini semakin ramai & banyak.",unik main grafis manja mata story overall bintang moga depan event tarik main ramai,1
Uid 800xx udah sepuh ya bang,uid xx sepuh bang,-1
nice pity,pity,23
"Saya baru saja bermain kembali, tetapi 2 akun saya tidak bisa digunakan. Hanya 2 akun itu saja yang saya punya. Sudah menghubungi cs, tidak ada respon.",main akun akun hubung cs respon,-1
"Bagus banget game santai dengan story yg bagus, event yg fun gk pernah membosankan, sistem yang gampang dimengerti, mihoyo emang gk pernah mengecewakan.",santai story event fun bosan sistem mudah erti mihoyo kecewa,-1
Bansos ngalir,bansos ngalir,-1
"Game ini mengingatkan saya pada game2 turn base yang dulu, tetapi dengan animasi , gameplay, dan cerita yang tersusun dengan baik. Karena itu saya betah dengan game ini, event di game ini tidak kalah menarik dari main gameplay nya, hadiah dari event pun tidak kalah melimpah. Semangat hoyo👍 turn-based",turn base animasi cerita susun betah event kalah tarik hadiah event kalah limpah hoyo turn based,1
developer mata duitan,developer mata duit,-1
Apaan tidak bisa masuk sdh download 2G turn-based,masuk sdh download turn based,0
Ini belum open sever ya belum Open Sever karena open Severnya jam 9 Wib WITA jam 10 Wit jam 11 ingat jangan sampai rate 1 lagi ini buat yang lain awas aja ya kalau rate 1 tak repot ke kalian karena kalian kan pasti nggak tau kalau itu masih predonwload dasar Bocil indo yang tidak tau open sever.,open sever open sever open severnya jam wib wita jam wit jam rate awas rate repot tau predonwload dasar bocil indo tau open sever,1
"Game nya bagus dari segi grafil,story,char,dan gameplaynya. Tapi, satu pesan ""lu jangan bikin gw nangis mulu hoyo, waifu gw di jadiin mayat kambenk T^T""",segi grafil story char gameplaynya pesan nang mulu hoyo waifu jadiin mayat kambenk,24
"Jaringan nya ga optimal , soal jaringan nya ada bug masa main serasa make cloud kayak masi ngedownload padahal udah full data , dan skarang malah susah login , tolong diperbaiki soal jaringan nya , dan soal grafik tolong dimuluskan susah main ram 3 biar hp kentang lancar main nya",jaring optimal jaring bug serasa cloud mas ngedownload full data skarang susah login baik jaring grafik mulus susah ram biar hp kentang lancar,-1
"Game ngantuk, tidak ada tombol skip story. Cocok untuk pengidap insomnia update",ngantuk tombol skip story cocok idap insomnia update,-1
keren sih game nya tapi ada beberapa hal yang aku kurang suka dari sistem ghaca nya tapi menurut li itu hal yang bisa membuat kita tau kapan harus ghaca karakter yeng bagus buat komposisi team kita,suka sistem ghaca li tau ghaca karakter yeng komposisi team,-1
"Sudah bosan dengan story yang pajang dan berat untuk dipahami, dan karakter lama sudah kalah saing dengan karakter baru jadi tidak kepakai lagi banner",bosan story pajang berat paham karakter kalah saing karakter pakai banner,1
Mantab beut joss,mantab beut joss,2
The power a new charcter too overpower untill old character useless anymore hoyoverse. Fix the powercreep please ( give solutions like a old chacracter get buff on periode patch etc ) . The story and battle really2 good perfect. Just fix the powercreep seriusly HOYOVERSE.,power new charcter overpower untill old character useless anymore fix powercreep give solutions old chacracter get buff periode patch etc story battle really perfect fix powercreep seriusly,4
"Gamenya sudah bagus, grafik yang memuaskan walaupun tema battlenya tidak seperti Honkai Impact ataupun genshin, tapi tetap bagus, sayangnya cuma di HP doang sih, membutuhkan rom yang cukup saja, sisanya udh bagus.",grafik muas tema battlenya honkai impact genshin sayang hp doang butuh rom sisa,5
TERIMAKASIH GAME BAIKK🫶🏼🫶🏼🫶🏼,baikk,2
Aku ingin mc laki laki caelus juga di anggap di sini jika ingin di berikan bintang 5,mc laki laki caelus anggap bintang,3
"I haven't redeemed your code yet, how come it's already limited, at least give me 2 days, I can't get kafka",redeemed code yet come already limited least give days get kafka,4
"cerita bagus dan karakter juga sangat bagus, kegara ga dapat diinginkan ngasih reting jelek, ngotak lah kalian",cerita karakter kegara reting jelek pikir,-1
f2p banyak mau njir😹😹 aku aja f2p gak banyak nyocot kek bakal di denger aja 😹😹😹,f p njir f p nyocot denger,12
i luv hsr :3,luv hsr,14
"error loading and forceclosure when train start loading, please repair bug",error loading forceclosure train start loading repair bug,17
"Sehat sehat game baik, puas banget mainnya dari pada di genshin boring",puas main genshin boring,-1
"Salah satu Turn-based game yang menarik, alur cerita dan desain karakter yang keren. MiHoYo emang bukan kaleng-kaleng.",salah turn based tarik alur cerita desain karakter mihoyo kaleng kaleng,-1
kalah 8 kali berturut-turut kurang menyala apa lagi dek,kalah kali nyala dek,12
"Grafik nya baguss sekali, karakter nya sangat detail juga dan alurnya bisa kita yg memilih",grafik baguss karakter detail alur pilih,-1
saya butuh fitur skip dialog 😫,butuh fitur skip dialog,-1
Turn based terbaik setelah persona,turn based baik persona,18
"Dari semua game hoyo, cuman honkai star rail, yg seru gameplay yg tidak sulit story yg unik, dll",hoyo cuman honkai star rail sulit story unik dll,26
AKU TEAM MAIN YG MENIKMATI AJA JADI MAU APAPUN YG TERJADI YAUDAH POKOKNYA BINTANG 5,team nikmat apa yaudah pokok bintang,-1
Game bagus turn-based,turn based,18
"stop spam bintang 1 keterlaluan banget jir, segitunya banget gasuka sama global passive sampe spam bintang 1, klo ga suka ya gausah di pull kocak, itu juga gabakal ngerugiin lu lu pada yg benci global passive turn-based",stop spam bintang jir segitunya gasuka global passive sampe spam bintang suka gausah pull kocak gabakal ngerugiin benci global passive turn based,21
Game Turn Base Paling Memanjakan mata si The best Mihoyo🔥 banner,turn base manja mata mihoyo banner,3
"game yang sangat baik, saya telah mengikuti mihoyo dari zaman hi3, sejauh ini mihoyo tidak KIKIR SAMA SEKALI,SAYA GACHA DAN DAPAT CHARACTER YANG SAYA INGINKAN SAAT RATE ON DAN DI PITY 80+, setidaknya game ini lebih baik dari kakanya, terima kasih",ikut mihoyo zaman hi mihoyo kikir gacha character rate pity kakanya,26
tolong kurangkan inflasi darah dan power creep 🙏,kurang inflasi darah power creep,20
Tidak bisa login dengan menggunakan google padahal user name dan sandinya benar semua,login google user name sandi,17
"orang² fomo spam b1 ,lagian ini game story dongo masalah global pasif ga terlalu ngaruh su, dikira hsr game pvp, lagian udah f2p banyak mau nya tolol",orang fomo spam b story dongo global pasif ngaruh su hsr pvp f p tolol,-1
"Min ini gimana ya ada solusi ga?saya dw game ini di pc waktu dw data udah sampai 87 persen tapi malah ke reset...data saya jadi terbuanh sia sia,mohon masukannya",gimana solusi dw pc dw data persen reset data terbuanh sia sia masuk,0
Very elegant,elegant,10
game bagus dan banyak update terbaru,update baru,7
"Story nya selalu menarik tapi eksekusi nya jelek, terlebih di story 3.0, benar-benar jelek banget storytelling nya. Gerakan karakternya sama gak ada perubahan, kamera yang diem disitu aja, tiba-tiba banget dijatuhin lore sebanyak itu dalam satu dialog dengan background karakter lagi ngomong satu sama lain padahal bisa kasih ilustrasi, puzzle yang kebanyakan malah ngebuat jenuh, kalau emang gak bisa kasih tombol skip buatlah karakternya lebih hidup kaya di ZZZ yang ekspresif, that's why I'm out. gacha",story tarik eksekusi jelek story jelek storytelling gera karakter ubah kamera diem situ dijatuhin lore dialog background karakter ngomong ilustrasi puzzle banyak ngebuat jenuh tombol skip buat karakter hidup kaya zzz ekspresif gacha,1
Woi hoyovers pepek lu kalo bikin game adain skip story lah ngantuk liat anime ngomong mulu,woi hoyovers pepek adakan skip story ngantuk lihat anime ngomong mulu,-1
"Setelah Update 1.1 Keretanya jadi ilang setengah, Bangunannya Kedap Kedip. Ini gimana dh perasaan versi sebelumnya tenang"" bae, Udah lapor ke Mihoyok di tanggepin nya liat info website. BINGUNG DAH banner",update kereta ilang bangun kedap kedip gimana asa versi tenang bae lapor mihoyok tanggepin lihat info website bingung banner,0
no comment. ngga pernah ngecewain lah kalo hoyo release game,comment ngecewain hoyo release,-1
rate artefak jelek lag,rate artefak jelek lag,-1
