content,clean_final
Akun genshin hilang Alhamdulillah main HSR g sedih lg,akun genshin hilang alhamdulillah hsr sedih
Biasanya normal lancar kok sekarang sering nge lag sama error saat login.... Mohon diperbaiki lagi. Padahal sinyal bagus tidak ada gangguan,normal lancar nge lag error login baik sinyal ganggu
"Hai Mihoyo Saya sebagai player yang sudah lama tidak main dari v 1.0 ,ketika saya login HSR banyak sekali update2 baru dari story, event, Entah kenapa semakin kesini MOC makin sulit, kebanyakan karakter B5 yang kena power creep terkhusus karakter lama. Bukan itu saja, jeda karakter baru juga terlalu mepet. Iyasih Kark lama direrun, bukan berarti memperbaiki keadaan. Pliss mihoyo tolong buff karakter lama jangan setengah setengah. Banyakin event khusus player comeback",hai mihoyo player v login hsr update story event kesini moc sulit banyak karakter b kena power creep khusus karakter jeda karakter mepet iyasih kark direrun baik mihoyo buff karakter banyak event khusus player comeback
"Gk kyk genshin, disini banyak hot mens. (STORY NYA JG SERUUU, APALAGI PEAKNACONY)",genshin hot mens story seruuu peaknacony
Game Game mihoyo memang tidak pernah mengecewakan,mihoyo kecewa
terlalu boring sih terlalu turn base,boring turn base
"Yg suka genshin impact tapi memory ga kuad ✋, ini game terbaik mirip kya genshin impact bedanya kita diluar Angkasa 😌😌😌mantull. Terbaik buat memori yg kga kuad main ini bisa josss, grafik dll mantep btw siapin aja sekitar 8 gb ya buat ngegame nya 🤣🤣",suka genshin impact memory kuad baik kya genshin impact beda luar angkasa mantull baik memori kuad josss grafik dll btw siapin gb ngegame
"Baru release dah bug , game kok burik banget masih mending honkai yg sebelah pity",release bug burik mending honkai belah pity
terima kasih hoyo sudah membuat game se powercreep ini saya anggap powercreep ini sebagai tantangan dan bukanlah masalah turn-based,hoyo powercreep anggap powercreep tantang turn based
Game ini menyenangkan dari pada genshin impact,senang genshin impact
"Mau login kok tulisanya Terlalu banyak permintaan, kalo gak boleh reroll buat apa ada sistem gacha, udah 2 hari tetep gak bisa masuk..kasian player f2p yg bener2 udh mersiapin device yg cocok malah diginiin",login tulisanya minta reroll sistem gacha tetep masuk kasi player f p bener mersiapin device cocok diginiin
Can u give b5 char selector? Please. My dps only qingque,u give b char selector dps qingque
"overall bagus kecuali black screen saat story dan sistem powercreep yg ga ngotak dn juga yang salahin global pasif,lo alay bro norak banget😂",overall kecuali black screen story sistem powercreep pikir dn salahin global pasif lo alay bro norak
Aduuuuuh banyak banget bugnya sangat meresahkan nih game,aduuuuuh bugnya resah nih
Tolong jgn bikin aku rate off berturut turut!,rate
Grafik GK seberapa tapi kok 16 gb an hadehh..,grafik gb hadehh
game bagus dan untuk lu yg spam bintang 1 lu itu fomo dan skill issue doang Padahal udah jelas ini game turn base game santai kenapa malah dibikin kyk game kompetitif? hei klo misalnya main game kompe ya main game lain sana jangan ngerusak nama hsr,spam bintang fomo skill issue doang turn base santai bikin kompetitif hei kompe ngerusak nama hsr
"Story nya bagus bgt coeg, g kek si kikir itu udh jelek kaku lagi, hsr lah game dermawan selalu menang rate off, banyak event, char nya waifuable, tapi plisssssss bgt tambahin fitur co-op walaupun cuma bisa jalan2 di map org lain, plis hoyooooo aku butuh bgt",story coeg kikir jelek kaku hsr dermawan menang rate event char waifuable plisssssss tambah fitur co op jalan map org hoyooooo butuh
"Best turn base game di android, untuk storynya lumayan bagus ,sama wareg bansos juga untuk gameplay nya oke punya, tapi kalo bisa di optimalkan lagi untuk device yang kurang mumpuni biar tetap lancar saat bermain",turn base android cerita lumayan wareg bansos optimal device mumpuni biar lancar main
Berat xog,berat xog
BLADE!!!!! DAN HENGGGG KYAA,blade hengggg kyaa
"Min tolong penjelasannya dan cara mengatasinya, kenapa ya background worldnya terlihat putih semua padahal Ruang penyimpanan masih banyak (longgar) padahal jaringannya juga stabil, waktu saya Main Genshin impact masih normal² saja, kok pindah keHonkai Star Rail jadi eror gini? #MohonBantuannya",jelas atas background worldnya putih ruang simpan longgar jaring stabil genshin impact normal pindah kehonkai star rail eror gin mohonbantuannya
Questnya kurang banyak,questnya
Game nya seru dan menarik,tarik
"Game nya santai, dan tidak perlu terlalu cape buat build karakternya, kecuali relic🗿 pity",santai cape build karakter kecuali relic pity
Over all okee..🫡,okee
gamenya seru dri dlu main ga bosen bosen tpi saranku banyak banyak event yang berhadiah,dri bosan bosan saran event hadiah
"greedy game, powercreep gila-gilaan, eventnya kurang, story n character development gaada pendirian, keliatan banget pilih kasihnya antara karakter",greedy powercreep gila gila eventnya story n character development diri liat pilih kasih karakter
Ga bisa masuk game,masuk
Mama kafka,mama kafka
"Gw pemain baru, awalnya baik-baik aja sih, tapi tiba-tiba di misi lawan Argenti di Astral Express, lagnya sangat parah sehingga gw harus restart paksa smartphone gw. padahal semua setting grafis dan fps semuanya sangat rendah, Semoga di update berikutnya bisa diperbaiki.~😊",main misi lawan argenti astral express lagnya parah restart paksa smartphone setting grafis fps rendah moga update baik
Kenapa eror klo login tolong perbaiki,eror login baik
game ini sangat bagus karena berbasis turn base dan dikombinasikan dengan action nya yang baik,bas turn base kombinasi action
global pasif,global pasif
gacha ampas,gacha ampas
"lebih berat dari genshin impact, nunggu pembaruan baru semoga bisa lancar ga keluar",berat genshin impact tunggu baru moga lancar
"Overall score 8,5/10🌟. Very good game specialy for an android game, good gameplay, good story. Enjoy to play, maybe need more content. Afterall It was a very good game. I hope the game will get more upgrade 😁",overall score specialy android story enjoy maybe need content afterall hope get upgrade
Story game nya memeable & ramah f2p. Terima kasih game baik,story memeable ramah f p
Agus,agus
Gamenya mungkin bagus tapi tolonglah masa habis download harus update 2111mb kan males update nggak ngotak pity,tolong habis download update mb males update pikir pity
"Untuk sejauh ini bagus, untuk device hp semoga dari hoyoverse bisa memperbaiki lagi kinerja dalam pengoptimalisasi grafik karena makin update untuk device hp makin berat, padahal saya pengguna chipset snapdragon 865 HP Xiaomi Mi 10t Pro, sekelas hp mid-high end kerasa beratnya mohon diperbaiki lagi dalam pengoptimalisasi grafik, sejauh ini gamenya bagus suka dengan alurnya juga jadi worth it buat yang suka game turn base atau RPG istilahnya ya yang suka wajib main, terimkasih",device hp moga baik kerja optimalisasi grafik update device hp berat guna chipset snapdragon hp xiaomi mi pro kelas hp mid high end rasa berat baik optimalisasi grafik suka alur worth suka turn base rpg istilah suka wajib terimkasih
Decent.,decent
"tolong hapus VA English nya donk,buff karakter lama",hapus va english donk buff karakter
"Game turn base favorit, aku suka desain characternya yang buat minat main character baru update cepat tidak monoton dengan desain worldnya detail dan unik. Game ini ramah F2P main tidak keluarkan uang (top up) masih bisa dapat character yang kumau reward dari game cukup buat survive dan clear semua konten. Saranku sistem gacha untuk Ligt cone dihilangkan chance kalahnya 25% menjadi 0% atau 100% guarantee. Peluang 75% masih sering kalah dan ini yang buat aku mood main game ini turun. Terima kasih",turn base favorit suka desain characternya minat character update cepat monoton desain worldnya detail unik ramah f p keluar uang top character mau reward survive clear konten saran sistem gacha ligt cone hilang chance kalah guarantee peluang kalah mood turun
"setelah sekian lama nunggu, akhirnya rilis juga. Nambah lagi deh game favorit 🤣",sekian tunggu rilis nambah deh favorit
panjang umur game baik!,umur
Mommy Kafka 👉❤️👌 pity,mommy kafka pity
hard pity mulu,hard pity mulu
"Game gila ini. power creep engga ngotak, Konten makin seret kek cuma jualan char doang",gila power creep engga pikir konten seret jual char doang
Rela hapus gensin biar jadi sepuh di honkai,rela hapus gensin biar sepuh honkai
👍🏻 update,update
Star rail sama impac beda kah,star rail impac beda kah
Klo udh selesai di download datanya langsung keluar mulu najis,selesai download data langsung mulu najis
"Sangat Sangat Puas dan saya ada saran hoyovers manambahkan skin dan Saya ingin Ada Map Hutan / map Laut, Itu saja Saran saya 💪👍",puas saran hoyovers manambahkan skin map hutan map laut saran
Tolong bisa main di ps 4 dong!!,ps
l love game,l
asyu banget ni health inflation. gw dulu udah seneng seneng banget dapet dang il. sekarang udah berasa mc physical😹😹,asyu health inflation neng neng dang il asa mc physical
Seru bgt apa lagi aku kalo ghaca gak pernah tuh kalah rate off pokok nya seru pity,ghaca tuh kalah rate pokok pity
"Biar gua jelasin honkai star rail ini gak ada server asia, adanya singapura, hongkong mungkin jadi klo kalian yg ngelag sinyal merah terus jangan komplain. Sinyalmerah juga masih lancar maen nya hp kalian aja yg kentang....",biar jelasin honkai star rail server asia singapura hongkong ngelag sinyal merah komplain sinyalmerah lancar maen hp kentang
Game grafik nya bagus cuman 7 GB loh tapi kayak genshin awal awal tapi palingan uodate,grafik cuman gb loh genshin paling uodate
Anivv nanti min kasih 100 pull atau setengah saham hsr Baru gue b5 in,anivv pull saham hsr b
Menurut ku Game Gini Kasih Guild Biar tambah bagus,ku gin guild biar
Sama aku saja sudah hapus sampe kosong tapi tetap sama loagin nya lama bgt aku sudah 30 kali coba tapi tetap gak bisa,hapus sampe kosong loagin kali coba
freeze everytime open profile after update,freeze everytime open profile update
Makasih sdh menghadirkan aven dan topaz ^^,sdh hadir aven topaz
Baru instal,instal
"gamenya bagus dan keren,grafiknya storynya juga keren,nggak ada iklannya,suka deh pokoknya sama game ini,bikin lupa waktu kalo sudah main game ini..",grafik cerita iklan suka deh pokok lupa
"game rusak, gua main udh ga bisa se enjoy dulu kapitalis cmn mikirin meras duit Player sumpah capek ngikutin nih game",rusak enjoy kapitalis mikirin ras duit player sumpah lelah ngikutin nih
Mantaps pol,mantaps pol
"Untuk story dan grafik sudah bagus, tetapi tolong perbanyak misi yang mendapat hadiah TL exp karena masih banyak juga misi yang hanya mendapat kredit. Dan juga tambahkan fitur double reward dari traiblazer power ( kalo di genshin kayak condensed resin) .",story grafik banyak misi hadiah tl exp misi kredit tambah fitur double reward traiblazer power genshin condensed resin
Masih belum open tanggal 26 🗿,open tanggal
Bagus tapi size gila tidah ramah hp kentang,size gila tidah ramah hp kentang
"Game strategi yg menyenangkan, seperti bermain catur, enteng buat perangkatku(dari pada genshin) mudah tapi juga sulit, sehat² game baik(berikan kita barang² bagus lagi ;-) banner",strategi senang main catur enteng perangkat genshin mudah sulit barang banner
"Keren sih game ini, game cocok untuk para gamers yang suka berpetualang, mantap asli.",cocok gamers suka tualang asli
Gas,gas
bagus sih cuman kalau di android sumpah ngeleg banget kadang ngga bisa login kalau di pc meskipun ram nya trlalu banyak ngga sebanding dengan android tapi tolong lah kalo main di hp kayak enak aja kalau di pc ribet ngga bisa bawa kesana kemari tolong perbaiki lagi🙂,cuman android sumpah ngeleg kadang login pc ram banding android hp enak pc ribet bawa kesana kemari baik
bagus kok game nya bre banner,bre banner
"Overheat, genshin aja ga secepet ini heatnya di hp, kebanyakan basabasi anjir, gada tombol skip",overheat genshin secepet heatnya hp banyak basabasi anjir gada tombol skip
Not bad,bad
"Saya kalah rate off untuk castorice, padahal ini karakter mempunyai global pasif dan bisa untuk lawan powercreep yg ada",kalah rate castorice karakter global pasif lawan powercreep
"Cerita yang mendalam dan narasi² yang kaya membuat game ini sangat imersif. Kekurangannya sistem gacha memiliki rate yg rendah dan memerlukan keberuntungan, tetapi gameplay strategis dan update rutin dari mihoyo menjaga game ini tetap unik dan menarik. Secara keseluruhan, game ini bagus untuk yg suka turn base rpg dan penggemar karya perusahaan mihoyo.",cerita dalam narasi kaya imersif kurang sistem gacha milik rate rendah untung strategis update rutin mihoyo jaga unik tarik suka turn base rpg gemar karya usaha mihoyo
Duluan lag,duluan lag
Camkan dan ingat baik baik,cam
Game turn base terbaik ga ngebosenin plot nya bagus walaupun agak rumit dan kompleks cutscene sangat keren waifunya banyak cuman masalah powercreep character saja yang menjadi masalah semoga lebih di perhatikan. thanks hoyoverse❤️🔥🔥,turn base baik ngebosenin plot rumit kompleks cutscene waifunya cuman powercreep character moga perhati
bagus sangad membuat saya sigma update,sangad sigma update
Good game turn-based,turn based
"maaf yaa aku kasih bintang 4 soalnya hsr gabisa mode coop kayak genshin,pliss hoyo tolong adakan mode coop kayak genshin pliss 😭😭😭😭 gacha",maaf yaa bintang hsr gabisa mode coop genshin hoyo adakan mode coop genshin gacha
b5 karena castorice waifu gwejh,b castorice waifu gwejh
gatcha kerasss bung !! pity,gatcha kerasss pity
"Mantab story nya bagus, f2p pun bisa B4 nya bagus-bagus. Selain itu juga banyak Hidden Achivement, bikin lebih niat menjelajahi setiap sudut dalam game.",mantab story f p b hidden achivement niat jajah sudut
"Game ini sebenarnya bagus, tapi entah kenapa pada update versi 1.1 , mulai banyak bug. dan berakhir tidak bisa log in.",update versi bug log
"Durasi serang musuh kurang banyak, sehingga niat untuk uninstall aplikasi kurang sedikit lagi, mungkin di update berikutnya bisa ditambahkan sehingga user benar-benar bisa uninstall dengan senang hati, dan karakter trial kurang lembek lagi, mungkin di versi berikutnya att bisa mendekati nol",durasi serang musuh niat uninstall aplikasi update user uninstall senang hati karakter trial lembek versi att dekat nol
udah login malah harus login lagi,login login
Let my 1 star speak,let star speak
Game udah bagus alur juga karakter juga cuma spek hp nya gak memadai kalau aja ada settingan resolusi layar 720p pasti lancar semoga kedepannya di adakan settingan resolusi layar,alur karakter spek hp pada settingan resolusi layar p lancar moga depan adakan settingan resolusi layar
Mantapp Ni game seru,mantapp
Game buaik,buaik
No komen 5 star 😁,komen star
Genshin could never!! Love you guys,genshin could never guys
Batlle keren bagus deh pokonya,batlle deh poko
"Heran sering banget ERROR login karena jaringan, semoga bisa diperbaiki kedepannya krn menghambat bgt padahal suka banget sm game nya.",heran error login jaring moga baik depan hambat suka
yang kasih rate b1 skill issue samua😹,rate b skill issue samua
Dx jelas semakan cma update dta ah,dx sema cma update dta ah
Mantaaaaap,mantaaaaap
"anti fomo,gtw apa² kok ngasih b1",anti fomo gtw b
Udah bagus tapi ada bug loading lama,bug loading
"it's a really good game, keep it going HoYoverse! I like The characters and i enjoyed the gameplay!",really keep going characters enjoyed
"Game nya bagus beut, tapi please di perbaiki bug pas masuk login, padahal pas update tadi awalnya masih bagus pas gacha, sekarang nge blank ga karuan, ada suara nya tapi animasi nya kedap kedip",beut baik bug masuk login update gacha nge blank karuan suara animasi kedap kedip
"tolong tambahkan bintang 4 nya dong, makin ke sini makin dikit B4 nya",tambah bintang dikit b
"Jalan cerita bagus & menarik, gameplay santai & gak terlalu sulit, yang terpenting gk pelit bansos, dan juga saya main di HP POCO X6 Pro lancar bgt + suhu adem padahal grafik high😊 sangat nyaman & enjoyable untuk dimainkan",jalan cerita tarik santai sulit penting pelit bansos hp poco x pro lancar suhu adem grafik high nyaman enjoyable main
simulasi universe nya bagus update,simulasi universe update
Gacha gwah bau sayonara hsr 🙂,gacha gwah bau sayonara hsr
Grafik Sangat bagus,grafik
udah bagus dari beberapa aspek cuma animasi jalannya aja yang kaku pas cut scene semoga bisa diperbaiki,aspek animasi jalan kaku cut scene moga baik
"Gal bisa login njirr eror mulu, padahal jaringan udh bagus bet, 5g malahan.Padahal hp gw juga sanggup main ny, tp ttp erorr",gal login njirr eror mulu jaring bet hp sanggup tp ttp erorr
bagus bangettt,bangettt
Hehe,hehe
udah kalah rate off hard pity SJ seret pula,kalah rate hard pity sj seret
Game dermawan,dermawan
Saya tidak tahu tapi saya lihat di google tentang informasi size honkai Star rail tertulis bahwa untuk android itu butuh 5-7 GB dan yang PC butuh 20 GB tetapi saat saya memainkan game ini saya disuruh untuk mendownload data data lainnya sebesar 18 GB 🙏,lihat google informasi size honkai star rail tulis android butuh gb pc butuh gb main suruh mendownload data data gb
nyi nyi nyi,nyi nyi nyi
baru main bentar udah kena bug bikin hp jadi ngelag parah gak lagi lagi dah gua download game gak liat ulasan dulu entah hp gw yg kentang atau game nya yg bermasalah gw kasih bintang 3 ilangin dulu bug nya baru gw kasih bintang 5,bentar kena bug hp ngelag parah download lihat ulas hp kentang masalah bintang ilangin bug bintang
Global pasif no no,global pasif
"ngebantuin biar ngga turun, banyak bocah fomo",ngebantuin biar turun bocah fomo
"power creep, jade sedikit untuk quest yg sangat panjang side quest yg membosankan dan lama banyak lagi",power creep jade quest side quest bosan
Tiap update segede gaban gimana gk jadi bengkak,update gede gaban gimana bengkak
Bagus banget ketimbang main ghensin -_-,ketimbang ghensin
emg debest,debest
Feeling bad when loading screen appears gacha,feeling bad loading screen appears gacha
"Powercreep Star Rail, Tambahkan lagi global pasif, kuras trus itu dompet player update",powercreep star rail tambah global pasif kuras dompet player update
"This game is really amazing, but somehow i cant log in anymore😭😭 when i wanted to log in with my google email, i can't log in and it literly work yesterday, can you please give me some advice😭",really amazing somehow cant log anymore wanted log google email log literly work yesterday give advice
Grafik ok. karakter good looking. story bagus. enemy ga ngotak. turn-based,grafik karakter looking story enemy pikir turn based
Pity hijau terusss 😂😂 turn-based,pity hijau terusss turn based
Ini gameplay yg saya cari-cari dari dulu🥳🥳🥳. Sangat cocok buat orang yang gak suka lama lama pity,cari cari cocok orang suka pity
Selalu eror kalau mau login,eror login
Saya suka game ini. Game turn base yang sangat bagus mempunyai detail yang bagus dan rinci. Hoyoverse Kasi aku archeron plisss,suka turn base detail rinci archeron
"Karena Sekarang saya sudah bisa login, menurut saya gamenya makin lama makin menarik tapi kadang ada aja yang bikin bosen, entah itu tentang percakapan yang terlalu panjang dan lumayan sulit di pahami jadi harus baca 2 kali (ini menurutku) dan dll. Tapi sejauh ini aku suka sama gamenya, karena menurut aku game ini ga susah, kalopun susah itu cuma sedikit doang. turn-based",login tarik kadang bosan cakap lumayan sulit paham baca kali turut dll suka susah kalo susah doang turn based
Game nya bagus sih tapi kok Pas Awal Main Kayak patah patah Tolong diperbaiki,patah patah baik
Better than genshin frfr,better genshin frfr
"Game play nya enak di mainkan dan dalang cerita nya juga sangat menarik untuk di baca dan di tonton, aku enggak sia-sia menunggu game ini sejak dulu. Oleh karena itu aku kasih bintang lima semangat hoyoverse dan jangan menyerah dengan komen yang tidak bagus tetap percaya diri ya hoyoverse, aku bangga sekali sama game dari hoyoverse✨😊😊👍💞",enak main dalang cerita tarik baca tonton sia sia tunggu bintang serah komen percaya bangga
BEST GAME EVER,ever
"Ga mengecewakan, ga kecewa nunggu lama Terima kasih 😊👍🏻 moga kedepannya dukung 120 fps 🤭 banner",kecewa kecewa tunggu depan dukung fps banner
Bagus banget untukku ini bagus+story nya jg wajib diberikan jempol namun jg ada kekurangan walaupun begitu masih bisa diterima lah pokoknya boleh dicoba dan recommended banget dehh,untuk story wajib jempol kurang terima pokok coba recommended dehh
penyakit powercreep gila,sakit powercreep gila
"Inflationary hp, unbalanced characters and global passives make things worse ,I am one of the victims of an unbalanced system, many of my old characters are no longer relevant when brought into end game content.",inflationary hp unbalanced characters global passives things worse one victims unbalanced system many old characters longer relevant brought end content
"Nice game, but if i lost my 50/50 please i need himeko",lost need himeko
"Keren bet , cuman yang kurang cuman 1 setiap cutscene lag bet nya minta ampun kalau tentang gameplay okelah",bet cuman cuman cutscene lag bet ampun
Cool gacha,cool gacha
Best story game ever,story ever
My seele has been scratched for too long,seele scratched long
Plot 3.0 dijalani sambil merenung. Banyak kalimat filosofis dan bahkan pas Oronyx bicara pun aku merinding. Suka fitur buku tiap karakter yang ngasih cerita epos itu gacha,plot jalan renung kalimat filosofis oronyx bicara merinding suka fitur buku karakter cerita epos gacha
Keren bet anjay,bet anjay
"Selamat pagi game baik🙏, game ini sangat bagus‼️, banyak char yang cantik/ganteng dan unik😍, udh gitu banyak bansoss💯🤭, grafiknya pun HD🤩, sehat sehat game baik😇🤗",selamat pagi char cantik ganteng unik gitu bansoss grafik hd
Unduh data di awal game terlalu besar...23GB pity,unduh data gb pity
Goof,goof
Ga sabar bet mainnya 😖😖😖,sabar bet main
bagus gacha,gacha
Greatest game ever 👍👍👍,greatest ever
"Suka sama game nya, gameplay nya meskipun turn based tapi tetep unik, desain Character nya juga bagus-bagus, story juga bikin penasaran banget, sayang cuma ga terlalu open world, Map nya agak terbatas, tapi sejauh ini saya ga ada kendala selama main Semoga update kedepannya makin banyak fitur menarik yah!!",suka turn based tetep unik desain character story penasaran sayang open world map batas kendala moga update depan fitur tarik yah
Thank u update,u update
Perfect,perfect
game nya enak aja gak ada masalah,enak
"bagus game nya, yang ngasih b1 kebanyakn fomo😹 pity",b kebanyakn fomo pity
"heii hoyo, gamenya udah bagus, tapi adain fitur coop dong, cuma buat jalan-jalan sambil cari cest doang, masa cuma bisa buat pinjem karakter 😞 turn-based",heii hoyo adakan fitur coop jalan jalan cari cest doang pinjem karakter turn based
"kechee, aku Sukak ni game yang kasih bintang 1 tu fomoo",kechee sukak bintang tu fomoo
Bagus tapi hard pity mulu setiap gacha manuk.,hard pity mulu gacha manuk
Sangat menyenangkan 😁,senang
great game.. anime style.. Wibu.. The gameplay was great.. Overall good.. Good job hoyoverse... The minus pity gacha quite strange.. turn-based,great anime style wibu great overall job minus pity gacha quite strange turn based
"Bagus, cuman ini game lebih ke story, pertarungannya kurang suka, menurut pribadi lebih suka tarungnya honkai impact",cuman story tarung suka pribadi suka tarung honkai impact
Ini geme bagus bangett!!!!,bangett
Great... After the update it keeps forcing me out,great update keeps forcing
iya untuk game nya bagus lah tapi hoyo tolong serangan bos di kurangi masih sakit udah di nerf hp bos ny,iya hoyo serang bos kurang sakit nerf hp bos
Blom coba sih hehe,coba hehe
"Love This game! Dari Graphics nya bagus, Karakternya juga bagus, Event nya juga seru banget Jujur dari awal Cerita Udah tertarik banget buat main game ini Pokoknya bagus deh👌",graphics karakter event jujur cerita tarik pokok deh
player skill issue yapping😂🫵,player skill issue yapping
"Powercreap gila, banyakin lagi animasi interaksi kayak zzz, tambahin capturing kayak genshin banner",powercreap gila banyak animasi interaksi zzz tambah capturing genshin banner
"Ini game sangat bagus sekali, apa lagi di hp saya yg kalo main genshin biasanya grafik rendah dan itupun masih ngelag dikit. Di game ini gw bisa nikmatin visual nya banget cuy dan juga kalo di genshin itu eksplorasi mapnya itu susah dan banyak banget tapi kalo di sini mudah dan gampang karena mapnya di bikin kecil kecil, secara gameplay juga udah bagus banget turn based nya serun, karakter gratisannya juga op cuy, kalo ada yg bilang gak bisa loncat pertanyaannya adalah lu mau loncat kemana njir",hp genshin grafik rendah itu ngelag dikit nikmatin visual cuy genshin eksplorasi map susah mudah mudah map turn based serun karakter gratis op cuy bilang loncat tanya loncat mana njir
"Sesuai yang di harap kan, gamenya sangat bagus tetapi terkadang pas lagi bertarung kadang kadang agak lag, padahal lancar jaringan saya, jadi saya kasih bintang 5",sesuai harap terkadang tarung kadang kadang lag lancar jaring bintang
Rating 5 biar selalu dapet caracter B5:),rating biar caracter b
Kenapa si harus daftar,daftar
Bagi ku game Honkai: star Rail grafik nya juga bagus dan karakter nya jga bagus tapi si gacha nya kurang beruntung 🗿,ku honkai star rail grafik karakter gacha untung
Woof,woof
Coba dulu,coba
Kalah rate off 2 kali babi turn-based,kalah rate kali babi turn based
Jangan pelit pelit dongz 😁,pelit pelit dongz
aku suka reward nya dan sistem gacha nya gak kayak game sebelah,suka reward sistem gacha belah
Grafiknya bagus banget,grafik
game seru dan banyak event yg menarik untuk di dapatkan terus dan permainan yg sangat seru sekali,event tarik dapat main
Game nya bagus banget banyak karakter yang bagus bagus,karakter
"Optimalisasi lagi dong, lag banget",optimalisasi lag
belum coba HP nggak kuat,coba hp kuat
Seru si tapi klo hp Lo kentank map nya kelap kelip 😊😍,hp lo kentank map kelap kelip
LULUS SNBT PILIHAN 1 ATAU PILIHAN 2 YA TUHAN AMIN update,lulus snbt pilih pilih tuhan amin update
"Tolong perbaiki bug texture hilang, sebenarnya saya suka game ini",baik bug texture hilang suka
"i afraid my chromebook storage it's full, but i hope this game will be in geforce now too :)",afraid chromebook storage full hope geforce
"DEVELOPER SLOW RESPON, GK BISA NGATASIN MASALAH, TIBA TIBA GK BISA MAIN ""Terlalu banyak permintaan"" GANTI AKUN AJA KAGA!!! MINTA SOLUSI KE CS, TAPI SLOW RESPON, KEBURU MALAS MAIN",developer slow respon atas minta ganti akun solusi cs slow respon keburu malas
turn base tapi size ga ngotak cokkk,turn base size pikir cokkk
"Amazing lore,storyline,character design,also RPG system that combine between open world and turn based system!!",amazing lore storyline character design also rpg system combine open world turn based system
"Udh mau sebulan nunggu, misi baru pun ngk ad trabelizer udh lvel 50, misi pun ngk ad keliling² kyak orng begok,",bulan tunggu misi ad trabelizer lvel misi ad keliling kyak orng begok
Bagus hannya saja terlalu ngelag,hannya ngelag
loadingnya lama kenapa harus pake top up waktu sihhhh banner,loadingnya pake top sihhhh banner
Setelah update terbaru gamebya jadi sering force close pas mau masuk game atau pas lawan boss spt pantalia,update baru gamebya force close masuk lawan boss pantalia
"Tolong untuk pihak dev ,adakan fitur hpus data quest seperti game² lain ny genshin dan hi3 ,kasian hp yg spek mid range ke bwh tidak cukup internal karena size game terlalu besar ,beda dengan genshin dan hi3 meskipun besar tapi bisa di hapus data quest jdi bisa melegakan internal yg sedikit,mohon di baca untuk pihak dev.",dev adakan fitur hpus data quest genshin hi kasi hp spek mid range bwh internal size beda genshin hi hapus data quest lega internal baca dev
"Please tolong,habis update ga bisa dibuka keluar terus, padahal udah selesai update, tolong solusinya pengen gacha ini yaampun,ditunggu:)",habis update buka selesai update solusi ken gacha yaampun tunggu
"Menurut saya game ini bagus dan menyenangkan tapi ada bug dimana saat saya sedang bermain keluar sendiri dan ketika merubah grafik selain sangat Rendah tiba-tiba berubah jadi putih semua hanya Itu masalah dari yg ku dapat kalau sudah diperbaiki nanti saya kasih Rating bintang 5,",senang bug mana main rubah grafik rendah ubah putih ku baik rating bintang
Saran min aku pengen banget ada fitur 3x dipercepat battlenya😁,saran ken fitur x cepat battlenya
Please be nice always low pity,always low pity
game baikk👍👍,baikk
size ny terlalu bsr utk d download loading ny lma dan BKIN nge lag,size bsr download loading lma bkin nge lag
"power creep gila,,,,trs 180 kali gacha baru dapet 1 limited,,, bansos dikit hoyo pelitt banner",power creep gila kali gacha limited bansos dikit hoyo pelitt banner
Amazing game,amazing
Mantap lah dari segi story dan backsoundnya 11 12 sama genshin dan voice actor Englishnya lebih bagus yang ini daripada genshin dan 1 lagi mulut char nya ngepas banget sama teks yang diomongin Good job HOYOVERSE,segi story backsoundnya genshin voice actor englishnya genshin mulut char ngepas teks diomongin job
Sungguh merupakan maha karya yang tidak ada duanya 👍👍👍👍👍👍,sungguh maha karya dua
Game bagus saya suka gameplay nya gacha nya karakter nya 😁,suka gacha karakter
Super keren,super
"visual ok👌 storynya bagus, ramah f2p pokoknya mantaplah",visual cerita ramah f p pokok mantap
Turu based penuh waifu,turu based penuh waifu
Aduh aduh game bagus banget turn-based,aduh aduh turn based
"Dosa besar HSR ••penyakit powercreep gila ••Inflasi star rail ••Yapping Star rail cerita makin Mid kebanyaan Yapping ngak jelas ••Global Passive yg akan menciptakan powercreep terbaru ••dibumbui Agenda Jomok Yuri,asal mula dari Hi3 emang penyuka Yuri ••cerita kebanyaan BlackScreen 6)DEV Batu dll",dosa hsr sakit powercreep gila inflasi star rail yapping star rail cerita mid kebanyaan yapping global passive cipta powercreep baru bumbu agenda jomok yuri hi suka yuri cerita kebanyaan blackscreen dev batu dll
Opsional,opsional
"Rpg semi giliran, kirain mmorpg, dowload data dalem awal nyampe 7gb, gila but tipe game gini doang nyampe gede bgt, gw g tau setelah download 7gb ada daleman lagi apa engak, soalnya gw juga sama lagi download, bisa seharian lebih mana wifi lemot",rpg semi gilir kirain mmorpg dowload data dalem gb gila tipe gin doang gede tau download gb dalem engak download hari wifi lot
