content,clean_final
"Please tolong,habis update ga bisa dibuka keluar terus, padahal udah selesai update, tolong solusinya pengen gacha ini yaampun,ditunggu:)",habis update buka selesai update solusi ken gacha yaampun tunggu
"Menurut saya game ini bagus dan menyenangkan tapi ada bug dimana saat saya sedang bermain keluar sendiri dan ketika merubah grafik selain sangat Rendah tiba-tiba berubah jadi putih semua hanya Itu masalah dari yg ku dapat kalau sudah diperbaiki nanti saya kasih Rating bintang 5,",senang bug mana main rubah grafik rendah ubah putih ku baik rating bintang
Saran min aku pengen banget ada fitur 3x dipercepat battlenya😁,saran ken fitur x cepat battlenya
Please be nice always low pity,always low pity
game baikk👍👍,baikk
size ny terlalu bsr utk d download loading ny lma dan BKIN nge lag,size bsr download loading lma bkin nge lag
"power creep gila,,,,trs 180 kali gacha baru dapet 1 limited,,, bansos dikit hoyo pelitt banner",power creep gila kali gacha limited bansos dikit hoyo pelitt banner
Amazing game,amazing
Mantap lah dari segi story dan backsoundnya 11 12 sama genshin dan voice actor Englishnya lebih bagus yang ini daripada genshin dan 1 lagi mulut char nya ngepas banget sama teks yang diomongin Good job HOYOVERSE,segi story backsoundnya genshin voice actor englishnya genshin mulut char ngepas teks diomongin job
Sungguh merupakan maha karya yang tidak ada duanya 👍👍👍👍👍👍,sungguh maha karya dua
Game bagus saya suka gameplay nya gacha nya karakter nya 😁,suka gacha karakter
Super keren,super
"visual ok👌 storynya bagus, ramah f2p pokoknya mantaplah",visual cerita ramah f p pokok mantap
Turu based penuh waifu,turu based penuh waifu
Aduh aduh game bagus banget turn-based,aduh aduh turn based
"Dosa besar HSR ••penyakit powercreep gila ••Inflasi star rail ••Yapping Star rail cerita makin Mid kebanyaan Yapping ngak jelas ••Global Passive yg akan menciptakan powercreep terbaru ••dibumbui Agenda Jomok Yuri,asal mula dari Hi3 emang penyuka Yuri ••cerita kebanyaan BlackScreen 6)DEV Batu dll",dosa hsr sakit powercreep gila inflasi star rail yapping star rail cerita mid kebanyaan yapping global passive cipta powercreep baru bumbu agenda jomok yuri hi suka yuri cerita kebanyaan blackscreen dev batu dll
Opsional,opsional
"Rpg semi giliran, kirain mmorpg, dowload data dalem awal nyampe 7gb, gila but tipe game gini doang nyampe gede bgt, gw g tau setelah download 7gb ada daleman lagi apa engak, soalnya gw juga sama lagi download, bisa seharian lebih mana wifi lemot",rpg semi gilir kirain mmorpg dowload data dalem gb gila tipe gin doang gede tau download gb dalem engak download hari wifi lot
"Saran terbaik yang bisa saya berikan perihal drama ""global pasif"" ini adalah untuk merubah/revamp menjadi ""party pasif"", jadi persyaratannya berubah CASTORICE HARUS BERADA DIPARTY untuk mendapatkan efek Edo tensei tersebut. Hal ini juga sudah termasuk berlebihan karena powercreep Fu Xuan E2 dan Bailu, namun hal ini juga lebih baik daripada mekanisme ""global"" yang membuat player protes & banyak KAUM FOMO NORAK yang ikutan rating 1 star pada APLIKASI ANDA....",saran baik perihal drama global pasif rubah revamp party pasif syarat ubah castorice diparty efek edo tensei powercreep fu xuan e bailu mekanisme global player protes kaum fomo norak ikut rating star aplikasi
Game hsr kebanyakan yapping kaya sidang isbat kemarin,hsr banyak yapping kaya sidang isbat kemarin
yoiii pity,yoiii pity
perfect,perfect
"sebenernya ga terlalu masalah sma global passive tpi mungkin itu mlh ngebuat jdi gambang bgt apa lgi castorine ga pake global passive udh op bgt bisa heal, dmg bagus, bisa nahan dmg, ngasih taunt apa lgi di tambah global passive, tpi ak sih masi bisa terima. trus klo bisa itu quest baru yg amphoreus jangan yapping mulu napa hoyo jdi mirip quest sumeru kan panjang lebar, tpi sumeru masi asik sih, overall dri chara, story, sma mekanik oke sih",global passive mlh ngebuat gambang castorine pake global passive op heal dmg nahan dmg taunt global passive mas quest amphoreus yapping mulu napa hoyo quest sumeru lebar sumeru mas asik overall dri chara story mekanik
Mayan,lumayan
udah pensi sih tapi gapapa lah ikutan bintang 1,pensi gapapa ikut bintang
Makasi hoyoplers udah ngasi 5 biji Chara B5 di Trailblazer gw yg ke 18,makas hoyoplers ngasi biji chara b trailblazer
Game yang menarik dan panjang perjalannya.. update,tarik jalan update
"Its a turn based game , with some combination of tactics u can use. The game storyline isnt fascinating as honkai impact or maybe even genshin but it is enjoyable. The performance on the game still need to be optimized, its a small world nothing like a freeroam genshin so it should be better performance. The grinding in this game isnt bad but not good either, the drop maybe can be more fixed lik why Quantum relics got healing boost etc. banner",turn based combination tactics u use storyline isnt fascinating honkai impact maybe even genshin enjoyable performance still need optimized small world nothing freeroam genshin better performance grinding isnt bad either drop maybe fixed lik quantum relics got healing boost etc banner
"Game T*L*L Nggak Kreatif, inflasi Nggak Ngotak , Nggak Ada Mekanisme Baru Yang Menarik Buat Jualan Char👎👎👎 Padahal Dulunya Baik-baik Aja ni Game",l l kreatif inflasi pikir mekanisme tarik jual char dulunya
"sebagai player yang awal rilis udah main, untuk gameplay di update an sekarang bener² kerasa banget powercreep dan HP inflationnya. untuk nyelesain end game content aja kewalahan.",player rilis update bener rasa powercreep hp inflationnya nyelesain end content kewalahan
"UH OH .... Ini terlalu keren....!? btw, huo huo kapan rerun anjer",uh oh btw huo huo rerun anjer
Sangat puas,puas
Kenapa hitam trs ga masuk2,hitam masuk
Plis lah mendadak grafis map banyak yang kabur/ blur padahal dulu tidak seperti itu didevice Tecno pova 4 pity,dadak grafis map kabur blur didevice tecno pova pity
sudah bagus tapi tolong pitynya di kurangi dari 90 ke 80 saja 🗿,pitynya kurang
"Bagus cuma aing minta tolong dong tim di perbarui yang awalannya cuma 4 org doang ,per tim jadi 5 ,soalnya kadang pengen nambah karakter dmg cuma slot nya kureng ,soalnya di tim ada 2 healer 1 shield, 2 healer supaya kalau healer 1 nya otw mati ada 1 healer lagi 💀😁",aing tim baru awal org doang tim kadang ken nambah karakter dmg slot reng tim healer shield healer healer otw mati healer
"untuk game nya oke sih, cuma pas udah download data nya, udah selesai, udah loading, pas masuk malah keluar keluar ga jelas padahal syarat hp gw udah terpenuhi anj",download data selesai loading masuk syarat hp penuh anj
"1. Passive global gak ngotak 2. Hp inflation 3. No B4 baru, minimal bisa buat versi lite nya b5 meta 4. POWERCREEP BRUTAL 5. Desain char cewek kaya template, terutama bagian dada 6. Char cowok dinerf brutal demi char cewek bisa masuk meta",passive global pikir hp inflation b minimal versi lite b meta powercreep brutal desain char cewek kaya template dada char cowok dinerf brutal char cewek masuk meta
Bagus sekali grafik nya apa lagi alun cerita nya bagus semua cuma ketika disuruh melawan robot malas banget seandainya tidak setia pada saat ada robot tapi aku tetap suka ❤,grafik alun cerita suruh lawan robot malas anda setia robot suka
"Yg ditunggu""rilis juga😋",tunggu rilis
Aku main dari season awal dan sekarang aku mau pamitan karna hp ku udah kepenuhan size dari hsr sebenernya sedih klo mo dihapus tapi mo gimana lagi..Mungkin di season ini aku berhenti main dan mau ucapin terima kasih hsr telah memberikan permainan yang sangat menarik dan sekarang saya ucapkan terimakasih banyak😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,season pamit karna hp ku penuh size hsr sedih mo hapus mo gimana season henti ucapin hsr main tarik ucap
"Jujur gamenya sudah bagus gw bener bener pengin main ni game lagi karena update, hp ram gw gak cukup lagi gw harap nanti ada honkai star rail cloud. Supaya bisa jadi alternatif player yang pengin main ni game bisa coba sama merasakan serunya nih game",jujur bener bener pengin update hp ram harap honkai star rail cloud alternatif player pengin coba rasa seru nih
Makasih Game Baik gacha,gacha
"grafik mantap, waifu mantap, loli mantap, semua mantap uhuhe",grafik waifu loli uhuhe
"Extreme Power creep, P2W is real",extreme power creep p real
Lah kok nge bug pas udah beresin tantangan universal bagian ke 3 malah nge blenk item semua layar padahal sebelumnya lancar aja main kok ini jadi item semua layar tolong di perbaiki bug nya aduh lagi jalanin misi universitas tiba-tiba item semua sangat menganggu tidak bisa kembali bermain semua hitam layarnya tidak ada gambar saya kira hp saya yang elor ternyata game nya,nge bug resin tantang universal nge blenk item layar lancar item layar baik bug aduh jalanin misi universitas item menganggu main hitam layar gambar hp elor
"Game Honkai ini ternyata bagus banget, aslii bagus bangeet.. Pengalaman seru di luar angkasa .. update",honkai asli bangeet alam angkasa update
game terbaik sepanjang masa👍 turn-based,baik turn based
Tolong bug nya di fix,bug fix
Untuk gameplay dan story itu okayy banget terus dari setiap design charakter nya keren keren di tambah voice nya juga yang pas ke setiap charakter nya sama soundtrack juga enak enak Dan untuk mihoyo tolong kembalikan game pendahulu yaitu Houkai Gakuen 2 soalnya bener bener pengen ber nostalgia banget sama game pertamanya mihoyo semenjak game nya tutup,story okayy design charakter voice charakter soundtrack enak enak mihoyo kembali dahulu houkai gakuen bener bener ken ber nostalgia pertama mihoyo semenjak tutup
"Tinggal tambahin fitur skip story aja Soalnya side quest storynya ga penting"" bgt ga harus di perhatiin bgt jadi setidaknya bisa skip sekalian hemat waktu sama tenaga buat mencet""in text yg loadnya lama kalo buat story utama gaada juga ga masalah soalnya penting",tinggal tambah fitur skip story side quest cerita perhatiin skip hemat tenaga mencet text loadnya story utama
The gameplay is so good. But chan you put dhis game ini ps/play stasion so I'm chan play in good gratis pls😢😢 I be wait,chan put dhis ps stasion chan gratis wait
"Login bisa tapi gak bisa masuk ke game. Resource download failed, padahal udah di update semua. HSR doang yang kayak gini genshin sama HI3 langsung masuk ke game",login masuk resource download failed update hsr doang gin genshin hi langsung masuk
"Tolong ada bug,saat saya mengedit team saya saat keluar masih berada di layar edit tetapi sudah berada di gameplay tolong ini membuat saya harus keluar masuk aplikasinya",bug edit team layar edit masuk aplikasi
Sangat bagus untuk game santai,santai
mantap men,men
Aku menyukai gamenya,suka
Mantap karakter,karakter
"Kok Himeko Sama Dan Heng Ga Ada Suaranya , Plis Jangan Hilangkan Voice inggris itu aja jalan satu satunya aku bisa ngerti story, pliss kalau ga tambahin voice Indonesia Karena Indonesia juga bahasa yang terkenal dan bahasa Asia.dan Hapus Voice Inggris jika Strike VA makin Parah",himeko heng suara hilang voice inggris jalan satu ngerti story tambah voice indonesia indonesia bahasa kenal bahasa asia hapus voice inggris strike va parah
GW KALAH RATE OFF MULU ANJGGGG KASI MENANG KE,kalah rate mulu anjgggg menang
Cool,cool
Mohon maaf nih admin setelah patch 1.3 ko sering nge freze yah pdhl ram hp masih banyak kemarin aja lancar trs TPI skrng sering nge freze,maaf nih admin patch ko nge freze yah pdhl ram hp kemarin lancar skrng nge freze
"Relic just scam, to hard for get event just 1, 1 patch i no one got good relic, i got one nice core (ITS was so hard), but sub stat so trash, i got all nice (use modeling resin+wishfull resin btw) but upgrade gacha so trash all def or hp up, not fun at all, wuthering waves more better then this game",relic scam hard get event patch one got relic got one core hard sub stat trash got use modeling resin wishfull resin btw upgrade gacha trash def hp fun wuthering waves better
sungguh bagus dan luar biasa,sungguh
Uhhhh gim sangat baikkk,uhhhh baikkk
Gacha ampas mending genshin walaupun sistem nya sama The gacha is very trashy,gacha ampas mending genshin sistem gacha trashy
"sehat sehat game baik, game kikir ga diajak",kikir ajak
"sayang banget dev dari segi manapun udh perfect bagi gua tpi karena adanya global passive ini ko malah jadi down,bagi gua sih ga masalah fun fun aja cuman bagi player yg lain yg main dari awal rilis pasti kerasa perbedaannya ga seimbang,tolong untuk kedapan nya lebih diperhatikan lagi dev banner",sayang dev segi mana perfect global passive ko fun fun cuman player rilis rasa beda imbang kedap perhati dev banner
Bilangin ke hoyoverse makasih udh buatin game sebagus ini gacha,bilangin buat bagus gacha
Loadingnya kebanyakan nguras data + lama,loadingnya banyak nguras data
Game ini sangat bagus dan cerita cukup menarik. Saya suka sekali,cerita tarik suka
game baik pity,pity
Bintang 4 Itu voice argenti yang en gada suara nya Tolong di perbaiki Mohon sangat mohon ya Saya ngerjain story quest nya jadi kurang nyaman karena voice argenti en nya gada Jadi kaya datar aja gitu Mohon ya segera di perbaiki sekian.,bintang voice argenti en gada suara baik ngerjain story quest nyaman voice argenti en gada kaya datar gitu baik sekian
Gmae favorit banner,gmae favorit banner
Story tellingnya yapping sangat! kebiasaan hoyo dari dulu gk pernah berubah.,story tellingnya yapping biasa hoyo ubah
nice update,update
"Kalau dari desain character, grafik dan story nya memang juara dan mantap.",desain character grafik story juara
game ini cukup baik tapi saya kurang menikmat suasana dari game nya karena setiap saya bermain layar saya ngelag mulu pls fix supaya lebih smooth.,nikmat suasana main layar ngelag mulu fix smooth
Min tolong kasih saya hokiii jangan 80 pity trus😭,hokiii pity
"game turn based gini disamain kayak open world, gaada event apa apa seret farming gaada quest gblok wkwkwkwkwk, pelit amat hdeh dev tll",turn based gin disamain open world event seret farming quest gblok wkwkwkwkwk pelit hdeh dev tll
Bansosnya bynk,bansosnya bynk
plis menang rate off biar tidak ubah rating,menang rate biar ubah rating
Mwah ily hsr,mwah ily hsr
Semoga firefle hidup lgi,moga firefle hidup
"oke sih, banyak karakter bagus & ganteng' cuma suka kesel quest gabisa di skip, makan waktu berjam-jam & banyak puzzle yg tricky. overall bagus sih, oh iya suka kesel juga untuk farming relic nya, selalu ga puas dgn stats nya. kita butuh nya HP% malah di kasih ATK%, nanti kita butuh nya ATK% malah di kasih sebaliknya, jujur cape bgt farming relic nya meskipun skrng udh ada item baru yg bisa custom stats n substats tapi tetep aja substats nya yg pas di up tetap random.",karakter ganteng suka kesel quest gabisa skip makan jam jam puzzle tricky overall oh iya suka kesel farming relic puas stats butuh hp atk butuh atk jujur cape farming relic skrng item custom stats n substats tetep substats random
powercreep,powercreep
Game ya waktu awal rilis masih aman buat HP yg kentang tpi setelah update malah makin berat jdi mohon buat develop y update yg gk usah berlebihan masah sakali ad update lansung 7 gb cuma itu dowang si selebihnya udh bgus,rilis aman hp kentang update berat develop update masah sakal ad update lansung gb dowang lebih bgus
"Gamenya banyak glitch setidaknya untuk hp saya, dari 1.1 sampai sekarang belum diperbaiki",glitch hp baik
Bagussss bangettt gacha,bagussss bangettt gacha
"You'll change your name and change your mind, and leave this place behind banner",change name change mind leave place behind banner
Game nya seru banget cocok buat gw yang punya keseharian jaga toko dirumah jadi bisa jaga sekaligus main yang paling gw suka sih auto nya ya jadi enak aja bisa ditinggal,cocok hari jaga toko rumah jaga suka auto enak tinggal
keep doing great🫶🏻,keep great
Kerja bagus,kerja
Raja Bansos gacha,raja bansos gacha
So many BuG turn-based,many bug turn based
makasih sudah merilis ayang castorice saya hoyo 🥰,rilis ayang castorice hoyo
"Ini game memang beda dari game Hoyo lainnya, saya sangat suka dengan jenis permainannya apalagi story nya yang keren, teks nya kadang kadang bikin ngakak, keren dah ni game, terus ga pelit Stellar Jade emang the best ni game. Anw selamat Honkai Star Rail atas Award yang telah diraih 😁",beda hoyo suka jenis main story teks kadang kadang ngakak pelit stellar jade anw selamat honkai star rail award raih
Pengalaman saya bermain game ini sangat baik,alam main
buat f2p bener2 susah buat gacha char lagi dan lagi karena powercreep yg disengaja,f p bener susah gacha char powercreep sengaja
sejujurnya saya gak terlalu peduli dengan power creep sama hp inflasi soalnya saya tipikal orang yang fokus story 🗿,jujur peduli power creep hp inflasi tipikal orang fokus story
"mukul nya gantian, bug nya banyak apalah terancam resiko kesukaan hoyovers update",mukul ganti bug apa ancam resiko suka hoyovers update
Thanks banget hoyoverse bug nya sudah di perbaiki 🥰😘🥳 Tapi aku ada bug satu lagi di luofu yang di starskiff jetty yaitu bug nya saat ingin berlari efek visual yang seperti aurora dan yang biru² itu nembus jadi tolong di perbaiki ya. love you hoyoverse 😚,bug baik bug luofu starskiff jetty bug lari efek visual aurora biru nembus baik
Kepada developer yang terhomat tolong tanggapi komentar ini tolong segera di perbaiki servernya karena saya mau login gak masuk too many request terus jadi saya kasih bintang 2 dulu yah kalo udah di perbaiki ntar saya kasih bintang 5,developer terhomat tanggap komentar baik servernya login masuk many request bintang yah baik bintang
Turn base is the only reason that I love this game... its look like Final Fantasy Game...,turn base reason look final fantasy
"Dari keseluruhan aku sangat suka game ini, Setiap mode nyaman dan seru buat di mainkan, story nya juga Bagus Namun jika bisa hadirkan Fitur Down Superimpose, Saat Gacha LC Argenti saya mendapatkan 2 sekaligus, dan langsung saya Superimpose, Dan saya menyesal karna Charakter Erudition saya kekurangan CR.D, saya Harap di hadirkan Fitur Downgrade Superimpose terimakasih",suka mode nyaman main story hadir fitur superimpose gacha lc argenti langsung superimpose sesal karna charakter erudition kurang cr harap hadir fitur downgrade superimpose
Ko gak bisa masuk sih,ko masuk
Global passive bikin rusak,global passive rusak
"Mungkin ini Game turn based rpg terbaik yang pernah gua mainkan dihp, mulai dari segi grafis yang keren layaknya anime, character dan dunia dengan basis 3D dimana gua bisa bebas mengeksplorasi berbagai tempat yang berbeda ,musuh yang sangat beragam, serta ada banyak lagi fitur fitur lain yang belum gua temukan pada game rpg turn based lainnya, dan untuk sistem gachanya lumayan lah (walau agak susah buat f2p dapetin char B5 hehe), ditunggu update keren kedepannya",turn based rpg baik main dihp segi grafis layak anime character dunia basis mana bebas eksplorasi beda musuh agam fitur fitur temu rpg turn based sistem gachanya lumayan susah f p char b hehe tunggu update depan
menurut saya game ini lumayaan menarik daan mmemiliki kualitas yang bagus dari segi character daan gameplay yang tidak monoton dan berinovasi turn-based,lumayaan tarik daan mmemiliki kualitas segi character daan monoton inovasi turn based
Nambah rate aja,nambah rate
Game ini terlalu baik tidak seperti game sebelah😰😭,belah
GAME NYA SERUUUUUU😖😖 lag,seruuuuuu lag
Best game gacha,gacha
Gk ada fitur pindah server,fitur pindah server
Mantep pity,pity
"Untuk update sekarang kurang menarik di karena untuk update 7,1gb an harusnya Minimal 2 boss fight",update tarik update gb minimal boss fight
Saran = jaringan di perbaiki kerna bisa 175ms padahal di game lain bisa sampe 75/50ms dan tidak ada tombol skip kerna quets nya bisa bikin ngantuk tolong di baca 🗿🫵,saran jaring baik kerna ms sampe ms tombol skip kerna quets ngantuk baca
fps stuck di 30 padahal dulu bisa lebih dan perangkat saya support dan fps sudah saya setting di 60 tetap stuck di 30 tidak turun dan tidak naik semenjak 3.0 membuat saya tidak betah maen hsr tolong developer betulkan bug ini,fps stuck perangkat support fps setting stuck turun semenjak betah maen hsr developer betul bug
"yahahahha mampus rating 1,kebanyakan kasih powercreeph sii,layar hitam,karakter baru terus seterusnya lama2 GK relavan,kasih ajah basos,engk guna kalah gtu mah😂,udh ini MH game orng kaya2 yng BLH main",yahahahha mampus rating banyak powercreeph sii layar hitam karakter relavan ajah basos engk kalah gtu mah mh orng kaya blh
best game ever,ever
"Plis hilangkan rate off, kesel rasanya kalah rate off di high pity",hilang rate kesel kalah rate high pity
"Otw download nih, tapi nanti ya kalo ada WiFi :v",otw download nih wifi v
gemenya Bagus banget,gemenya
Besar amat data yg mau di download Ga bisa login lag,data download login lag
"Yang ngerating rendah karena g bisa login, budayakan membaca ,ini server di buka tanggal 26 tod lag",ngerating rendah login budaya baca server buka tanggal tod lag
pertama kali cobain ini game.. keren juga ternyata,kali cobain
Reward nya banyak,reward
terlalu banyak narasi dan tidak bisa di skip jadi bermain menjadi membosankan karena terlalu lama menunggu,narasi skip main bosan tunggu
SUKAKKKK PLIS DEHH 😭❤💗🌹✨,sukakkkk dehh
GAME BANGSAT,bangsat
bestttt,bestttt
"Sangat mantap, keren, indah, dan luar biasa, walaupun saya tidak hoki",indah hoki
Please give my account rate on banner archeron 🥺 turn-based,give account rate banner archeron turn based
kecewa gw kalah rate off gacha 2banner anj,kecewa kalah rate gacha banner anj
Story nya bagus (kecuali xianzhou),story kecuali xianzhou
Masih belum bisa log in menggunakan email ataupun Facebook Tolong segera diperbaiki,log email facebook baik
"Seru cuy nyeselsih kalo gk nyoba ni game walau download datanya bikin storage menangis, i rec this game ⭐⭐⭐⭐",cuy nyeselsih nyoba download data storage menang rec
Nice game oke gacha,gacha
banyakin exp dong :(( gacha,banyak exp gacha
"HSR ini asik dan g pelit juga. Kalau update aku g masalah sama puzzle², Soal Karakter² aku jga suka aj, karena desain karakter itu menurut planetny mereka. Dan juga aku g masalahkan soal update sekarang, Yng penting santai aja main, gaperlu banyak mau ini itu. Cukup santai aja, update-update asik dan seru bngt. My Fav game, Thank you HoYo.",hsr asik pelit update puzzle karakter suka aj desain karakter planetny masalah update santai gaperlu santai update update asik fav hoyo
"Dari 1.0 sampai penacony selalu enjoy main ni game, setelah ada banner firefly dan seterusnya entah kenapa jadi susah enjoy dari story, event di game, combat di game jadi rada hambar. Dan mengharuskan kita gacha karakter baru...",penacony enjoy banner firefly susah enjoy story event combat rada hambar harus gacha karakter
"Untuk grafik, Krakter, Disaian,Alur cerita menarik bagus, banyak Event setiap bulannya, banyak hadiahnya, gk pelit, gk kaya gem sebelah biar pun satu pemiliknya. Tapi ada masalahnya terkadang suka ngebuk, Terus ngasih musuh kuat², boleh ngasih musuh kuat tapi tolong dong kan gk semua player punya krakter yg bagus dan pas buat ngelawan musuhnya, jadi saran saya untuk musuhnya tolong jangan yg terlalu berlebihan, kesian yg baru main, yg gk punya krakter yg pas, apa lagi kalo yg mainnya alami. gacha",grafik krakter sai alur cerita tarik event bulan hadiah pelit kaya belah biar milik terkadang suka ngebuk musuh kuat musuh kuat player krakter ngelawan musuh saran musuh kesi krakter main alami gacha
Goid,goid
BAGUS banget bang,bang
best banner,banner
"Bagus game nya tapi ini masalahnya nih di update data nya ulang ulang, tadi udah bisa main tapi di pindah kan ke update data mulu gk abis abis",nih update data ulang ulang pindah update data mulu abis abis
"boring , unlepaa",boring unlepaa
"Suka saya gameplaynya , tapi moga aja size nya gak gede gede amat minimal 15 gb aja walaupun mustahil wkwk. Ini kan game dari hotovers jadi wajar aja lah.",suka gameplaynya size gede gede minimal gb mustahil wkwk hotovers wajar
Malah sering stuck di loading sekarang banner,stuck loading banner
"Mohon maaf kepada Dev honkai star rail Saya mau tanya kenapa saya stack loading di chapter 2 xianzou ya,sedangkan sebelumnya tidak ada kendala apapun Padahal saya sangat menikmati gameplay serta alur ceritanya",maaf dev honkai star rail stack loading chapter xianzou kendala apa nikmat alur cerita
"lebay lu yg bilang powercreep,apalah.itu mah skill issue",lebay bilang powercreep apa mah skill issue
Game hebat,hebat
"game terlalu mudah untuk di cheat di pc/computer , pemilik game nya gk ad kemajuan dalam ban player cheat",mudah cheat pc computer milik ad maju ban player cheat
"Perkembangan game ga terstruktur dengan baik. Karakter bintang 5 cuma jadi barang jualan untuk memaksimalkan pendapatan tapi ga dipertimbangkan dengan aspek-aspek lain dalam game. Saya rasa hoyoverse tidak kekurangan staff, juga tidak kekurangan kreatifitas ataupun dana. Ini seharusnya bisa dihindari dengan tim pengembangan yang mempertimbangkan Kesinambungan Karakter dengan Lore/cerita, (termasuk elemen dan kemampuan). Tidak apa jika rilis karakter tertunda beberapa patch, tapi hasil maksimal",kembang struktur karakter bintang barang jual maksimal dapat timbang aspek aspek kurang staff kurang kreatifitas dana hindar tim kembang timbang sinambung karakter lore cerita elemen mampu rilis karakter tunda patch hasil maksimal
Baik baik game sigma update,sigma update
Game gacor parah,gacor parah
KECEWA BERAT,kecewa berat
Device snapdragon 865 ram 8/256 sering mengalami force close dan frame drop dengan settingan medium 30fps after update patch 1.5,device snapdragon ram alami force close frame drop settingan medium fps update patch
"Tadi udah nyoba game nya gameplay turn base oke banget, cerita untuk di awal juga oke apalagi gacha bagus banget :v tapi sayang nya pas mau ganti grafik dari sangat rendah menjadi sedang bukan nya jadi bagus grafik malah jadi putih semua, ini saya doang atau emng bug nya? mohon di perbaiki yaa",nyoba turn base cerita gacha v sayang ganti grafik rendah grafik putih doang emng bug baik yaa
"gacha busuk, pity terooos",gacha busuk pity terooos
"game-nya bagus, tapi setelah update sangat sulit untuk log in karena selalu forced close. padahal sebelumnya tidak pernah begini.",update sulit log forced close
Game top mirip2 gens tapi versi lebih ringannya,top gens versi ringan
Love the story!!!,story
"Gamenya seru, bansosnya mantap Wak, tapi hp gw udah gakuat😥",bansosnya wak hp gakuat
"Akun sudah 6 bulan lebih nempel di device gak ada masalah, udah jadi akunnya bisa clear all end game konten malah tiba"" Too many request gak bisa login sama sekali kecewa berat Saya lag",akun nempel device akun clear end konten many request login kecewa berat lag
"Game keren bagus sangat mantap grapik memujakan cutscene gelo parah, story absolute cinema 🙌🏻",grapik puja cutscene gelo parah story absolute cema
"musuhnya tebel bat dah lama lama hpnya, buat apa jual karakter lawas kalo udah ngga bisa dipakek coba.",musuh tebel bat hpnya jual karakter lawas dipakek coba
GLOBAL PASSIVE MANTAP! lag,global passive lag
"Hoyo Hp inflation Udah ke lewat batas, masa Hp floor 12 3.0 sama kayak floor 10 3.1. dan lambatkan powercreep nya powercreep itu gapapa tapi jangan cepet baget masa belum 9 patch udah jelek banget (di genshin&zzz tidak seperti itu). Itu aja, selainnya bagus untuk saat ini, liat dulu 3.2. story 3.2 ampas banget, yang bagus cuma plot twist mc, part anaxa, sama part AE dan the herta. sisanya biasa aja dan cuma jualan castorice doang. -1 bintang (bintang 5 => bintang 4)",hoyo hp inflation batas hp floor floor lambat powercreep powercreep gapapa cepet baget patch jelek genshin zzz selain lihat story ampas plot twist mc part anaxa part ae herta sisa jual castorice doang bintang bintang bintang
Nyesal nyesal loading aja butuh berjam jam dah tu gk bisa lagi,nyesal nyesal loading butuh jam jam tu
Masih tidak stabil untuk performa hp saya,stabil performa hp
Panjang umur game baik pity,umur pity
"gameplay bagus dan cara bertarung nya bervariasi jadi ga bosen,Gw seneng maen pas ada update event dan story, semoga update kedepannya lebih bagus😁👍",tarung variasi bosan neng maen update event story moga update depan
Udah kaga bisa main game nya berhenti,henti
Seruu banget cuyy!! hehw .. wajib download sii kalian bagi yg belumm. lag,seruu cuyy hehw wajib download sii belumm lag
nyerang nya giliran gitu gak seru yang ada jenuh kebanyakan cerita lagi parah,serang gilir gitu jenuh banyak cerita parah
Eventnya rasis amat sama free to play ajg update,eventnya ras free ajg update
"Satu kata ""Perfect""",perfect
Udah install 2 kali sampe nge hapus sekali terus download lagi. Tetep aja ga bisa masuk. Login error lah. Padahal cara yg gue pake sama kek pas masuk ke genshin. Game rusak.... Mau dimainin malah ribet. Btw gua download nya hari ini ya Tod. Udah lewat dari tanggal 26.,install kali sampe nge hapus download tetep masuk login error pake masuk genshin rusak dimainin ribet btw download tod tanggal
"Gamenya bagus banget, mulai dari desain karakter, musik, skill, mekanisme, semuanya bagus bet😭😭.",desain karakter musik skill mekanisme bet
Bagus game gravik nya meskipun udh rendah lalu mantap dah,gravik rendah
"aseli, ini game alur ceritanya mindblowing banget. kisah kasakternya juga woww😵‍💫😵‍💫 terlebih lagi, anti kikir😋",aseli alur cerita mindblowing kisah kasakternya woww anti kikir
"i got interested bout this game, but some how the dev getting greed on every update patch. they increase mob's HP, the old character's damage little bit low and how we can got 3 stars on end games content. and now the future update got ""global passive"" form castorice. its time to leave.",got interested bout dev getting greed every update patch increase mob hp old character damage little bit low got stars end games content future update got global passive form castorice time leave
NERF SUNDAY AJG GW MAU LIAT STORY NGEN,nerf sunday ajg lihat story ngen
Perfect gacha,perfect gacha
hsr terbaik yeayy update,hsr baik yeayy update
Sehat sehat game baik (kasih gw e2 jingyuan dong) gacha,e jingyuan gacha
Wah keren sih tapi aku suka yae Miko chwann,suka yae miko chwann
"Game nya seru bertema anime² gitu, grafik nya juga bagus bgt, bisa explore juga, tapi setiap mau masuk ke game habis memuat kenapa harus error 3 kali biar bisa masuk :( mohon diperbaiki yaa biar gk bosen pas mau masuk harus nunggu lama. Aku gtw sih cmn aku doang apa ngga tapi itu ngeselin bgt. Edit: setelah update udh gk ada error 3 kali lagi, tapi skrg saat masuk malah blm ke loading semua, maksudnya kyk lantainya bolong, dinding nya bolong, itu malah bikin lebih kesel🙃",tema anime gitu grafik explore masuk habis muat error kali biar masuk baik yaa biar bosan masuk tunggu gtw doang ngeselin edit update error kali skrg masuk loading maksud lantai bolong dinding bolong kesel
gacha wangy terusin,gacha wangy terusin
