original_index,content,clean_final
24764,Coba dulu,coba
20884,coba dulu ya,coba
20149,APA COBA,coba
23473,"Keren, nanti saya coba",coba
19608,Coba dulu,coba
17474,masih coba2,coba
12243,Saya coba game nya dulu 😊,coba
23844,coba dulu kalau seru lanjut,coba
17107,Belum saya coba,coba
12592,Kita coba dulu ya kan,coba
24669,Coba dulu,coba
16648,GAME KEREN!!! LU HARUS COBA,coba
25114,"belum coba main, tapi kasih bintang 5 dulu😁",coba bintang
8401,Gw mau coba jadi kalau bagus gw kasi bintang 5🗿👍,coba bintang
11628,Sangat cocok,cocok
17203,sangat tidak cocok game ini 😡😡😡😡😡😡😡😡😡,cocok
6848,TIDAK COCOK UNTUK HP KENTANG,cocok kentang
21456,Game bagus seru juga tapi gak cocok hp kentang,cocok kentang
25189,Keren coi,coi
18834,Seru coi,coi
19376,No comen,comen
20350,No comen,comen
8307,no coment,coment
8213,No coment...!!,coment
11993,No Coment,coment
15169,No coment,coment
7086,No comment,comment
6724,no comment,comment
20687,no comment but the best,comment
9256,no comment,comment
23513,no comment!!,comment
16527,No comment,comment
20876,No comment,comment
16745,No comment,comment
13841,So cool,cool
6802,cool game,cool
24108,Cool,cool
5739,Cool,cool
8098,Cool,cool
1999,cool,cool
16725,COOL!,cool
25039,Cool,cool
20864,Cool,cool
24924,Cool,cool
21365,Cool,cool
21371,Cool,cool
24873,Cool,cool
23645,So cool,cool
20091,Cool,cool
25044,Very cool,cool
15707,Cool game,cool
24667,Very cool,cool
8860,Its so cool,cool
25094,cool,cool
25315,Cool,cool
6819,Cool!,cool
25401,Bagus cuy,cuy
6431,Bagus sekali cuy 😭👊,cuy
7033,Game baik banget cuy,cuy
25023,akhirnya cuy,cuy
5513,keren cuy,cuy
13797,Seru banget cuy👍,cuy
8397,Mantap cuy,cuy
23599,Mantep Cuy,cuy
18388,Keren cuyy,cuyy
21862,Bagus cuyy,cuyy
10444,Game baik cuyyyy 😋😋😋,cuyyyy
8311,Game baik cuyyyy,cuyyyy
21015,Da best,da
23240,Da best,da
9629,Bagaimana cara mendaftarnya?,daftar
17242,Kenapa si harus daftar,daftar
9977,Damn the game was so good,damn
22885,Good damn,damn
10185,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍Danheng,danheng
24685,DanHeng😍,danheng
16749,Danheng bagus banget,danheng
13975,Terlalu besar datanya,data
15932,Untuk datanya jangan panjang banget dan lama,data
16401,Data nya berapa si kok besar sekali,data
20692,Keren bgt no debat!,debat
10423,no debat,debat
23544,emg debest,debest
14914,dah debest,debest
1149,decent game,decent
14161,Decent.,decent
9411,Mantap deh...,deh
8219,Gem nya seru mantep deh,deh
4619,delete Global pasive. 🤬,delete global pasive
4410,DELETE THE GLOBAL PASIVE,delete global pasive
4748,delete global passive,delete global passive
4920,delete that global passive,delete global passive
14400,Gim baik dermawan,dermawan
7158,Game dermawan😁,dermawan
2099,game dermawan,dermawan
15010,game dermawan❤️,dermawan
6648,Game dermawan,dermawan
13996,Game baik dan dermawan,dermawan
10897,Game dermawan😇✨,dermawan
12825,Game nya baik dan dermawan,dermawan
11036,Game dermawan,dermawan
12871,GAME DERMAWAN ❤️,dermawan
11060,Game dermawan,dermawan
12410,game dermawan,dermawan
10872,mantap dan dermawan,dermawan
21288,Gamenya bagus desain karakternya juga keren,desain karakter
2999,"aku desain"" karakternya",desain karakter
4803,desain karakternya bagus,desain karakter
1328,Baik Dev nya,dev
4809,dev baik,dev
19398,GG Dev,dev
18961,Good game dev,dev
4568,Dev gak guna,dev
5064,nice dev,dev
4529,game bagus terus semangat dev,dev
1882,game nya mantap semangat untuk dev nya,dev
9187,Game nya bagus + dev ny g kikir 😋😋,dev kikir
14286,dev kikir,dev kikir
14296,"Game-nya sangat bagus, developernya juga sangat baik. Terimakasih game baik👍",developer
11070,Developer baik,developer
2810,tetap semangat bagi developer,developer
1069,developer baik,developer
325,game bagus dan developer 👍,developer
18112,Game yg mantap terimakasih developer,developer
15389,Developer baik,developer
11661,My device 😭😭😭😭👈👈👈,device
23012,good game but not for my device,device
15317,Minta diskon dong,diskon
16234,Diskon nya mana,diskon
13378,gem doang,doang
20888,Game keren itu doang,doang
20824,Done,done
5660,Nah Its done now...,done
17204,Tidak bisa di donlod,donlod
12804,Gua belum donlod 🐷,donlod
11688,Belum donlod tapi oke lah,donlod
23824,Baru mau download,download
12114,Download terus,download
10544,Udh ke download TPI pas mau main tiba tiba keluar sendiri,download
10066,Belum bisa download😓,download
24494,Kok gak bisa di download,download
22692,Pas mau download data malah keluar sendiri,download data
21874,Saya kok gk bisa download data,download data
11465,Download data ni game lama banget😭😭,download data
9983,Bagus tapi download data banyak banget,download data
10,bagus tapi download data terus,download data
3333,aku akan selalu mendukungmu,dukung
2507,game bagus saya tetap mendukung anda,dukung
3477,saya dukung,dukung
23417,Ehe,ehe
17393,Ehe,ehe
20402,Ehe,ehe
8689,Game elek,elek
9635,Game elek,elek
10256,enak,enak
2797,game nya enak aja gak ada masalah,enak
19783,Game nya enak santai,enak santai
17346,Gamenya enak santai,enak santai
11405,Game enjoy,enjoy
11637,Very very good game and i so enjoy play this game,enjoy
13114,"Game Baik :) Good Game , Mantap Game , Enjoy To Game",enjoy
13393,i enjoy,enjoy
23016,Saya enjoy ini game,enjoy
15249,Enjoy,enjoy
23660,I enjoy the game,enjoy
22525,"Dah cukup keren, jadi lebih enjoy aja mainnya",enjoy main
18506,Sangat enjoy ketika dimainkan,enjoy main
21468,Good enough.,enough
6606,Good enough,enough
14269,Epic,epic
22220,Epic,epic
24242,eror...!,eror
8469,Game eror,eror
6466,Selalu eror kalau mau login,eror login
23007,gamenya eror setiap login keluar sendiri,eror login
849,ini kenapa tiba-tiba banyak error ya?,error
12798,Error gamenya,error
23131,ERROR 1001_3,error
11595,Masih error,error
22965,Error 1001_2,error
12263,Error' terus 😑,error
22652,Error.,error
24257,Error,error
23774,Error,error
24186,di aku error kenapa ya?,error
23983,Error,error
10026,error 1001_1,error
22199,sering terjadi error code 1001_3/1001_2,error code
22181,Masih sering error code 602 & 1001_1,error code
23620,Error login kode error 1001_3,error login kode error
21643,"Sering error' di waktu saat mau login, kode error' terus",error login kode error
21981,Error 1001_3 Mulu,error mulu
23643,Error mulu,error mulu
14,gamenya seru banyak event nya😋,event
6741,Hoyoverse tambah keren aja event nya,event
14294,makasih event nya,event
233,Eventnya sedikit sekali,eventnya
1178,seru kok eventnya bagus lagi,eventnya
7868,Good game ever,ever
21356,The Best Game Ever,ever
19499,Best Game Ever 👍👍,ever
10042,best game ever,ever
14832,BEST GAME EVER,ever
1962,best game ever,ever
9620,The best game ever 🔥🔥🔥,ever
21988,Best game ever!!!,ever
6500,This is the best game I ever play,ever
9577,Best game ever,ever
22651,The best game ever,ever
10520,Best game ever,ever
21228,Best game ever,ever
7265,Best game ever,ever
3019,best game ever,ever
15686,The best game ever,ever
13404,The Best Game Ever,ever
14290,best game ever.,ever
25188,Best game ever,ever
2667,Best game ever,ever
13157,Best game ever,ever
14353,Best game ever,ever
3338,The best game for ever🤩,ever
15324,Best game ever,ever
18132,Best game ever,ever
4435,best game ever,ever
9360,The best ever,ever
3570,the best game I've ever play,ever
14889,Such a good game i've ever had,ever
895,the best game I've ever play,ever
16915,the best game ever,ever
20079,Best game I've ever played,ever played
10764,Best game that i ever played !!!!!,ever played
21858,I Like About Everything In This Game😆😆🤩🤩😍😍,everything
11732,Thanks for everything,everything
22786,Excellent,excellent
15103,Excellent !,excellent
23410,excellent,excellent
10708,F2p bisa apa,f p
3294,F2p banyak mau,f p
17197,Best for f2p,f p
23799,"good good, so far so good",far
22628,So far so good,far
17467,Best game so far,far
21550,So far so good,far
20062,So far so good,far
15878,Fav game untuk saat ini,fav
1237,My fav game!!,fav
2843,MY FAV GAME!!,fav
2454,my fav game,fav
14848,Game favorit,favorit
5369,my favorit game❤️,favorit
2977,game favorit sih,favorit
4544,game favorit,favorit
11167,Game favorit,favorit
1734,favorit,favorit
15110,game favorit,favorit
5467,game favorite 🫶🫶,favorite
7951,The best game favorite,favorite
11140,My Favorite Game,favorite
14648,My favorite!,favorite
15414,Favorite game,favorite
12304,My Favorite game 🥰,favorite
18304,fc mulu,fc mulu
17099,FC mulu,fc mulu
24985,Finally...,finally
24893,Finally ❤️‍🔥,finally
24720,Finally,finally
24757,finally,finally
8261,Gwe I'm fine,fine
14687,so fine.,fine
12838,Mana firefly😡😡😡😡😡,firefly
8400,Gameplay nya bagus Dan juga makasih buat kasih Firefly,firefly
9301,love love Firefly,firefly
9385,bagus dan ada Firefly😍😍,firefly
9152,Firefly,firefly
9074,Makasih Firefly nya!!!!,firefly
5361,I Love Firefly.,firefly
11065,Aku mau firefly,firefly
9954,Firefly😋😋💦💦,firefly
11246,Game bagus dan ada Firefly🥰,firefly
12786,firefly nya mati :(,firefly mati
13803,FIREFLY MATI😭,firefly mati
24992,First,first
25405,First,first
24920,First moga2 seru game nya,first
25393,First,first
25075,First,first
25212,First,first
465,berikan fitur bikin anak,fitur anak
1764,"game mantap, kurang fitur bikin anak aja",fitur anak
10328,Sangat bagus dan kalo bisa berikan fitur loncat,fitur loncat
17137,kasih fitur loncat dong,fitur loncat
23557,"Tidak jadi main, karena tidak ada fitur skip",fitur skip
8406,Kurang fitur skip 😃,fitur skip
5991,Semuanya bagus tapi Fitur Skip nya mana?,fitur skip
110,kasih fitur skipnya please (⁠｡⁠•́⁠︿⁠•̀⁠｡⁠),fitur skip
159,ga ada fitur skip,fitur skip
2580,FITUR SKIP PLEASE,fitur skip
8980,Fitur Skip!!!!,fitur skip
2467,tolong tambah fitur skip,fitur skip
7677,Fitur skip story🗿,fitur skip story
892,-1 fitur skip story 🥲,fitur skip story
8576,Keren game nya Tolong di tambah fitur skip buat story ny,fitur skip story
10155,Ga ada fitur telanjang,fitur telanjang
9893,"Game nya bagus cuma kurang, karena gk ada fitur telanjang",fitur telanjang
19410,Thx for fix it,fix
17585,Nice fix.,fix
603,fomo,fomo
2550,bukan fomo,fomo
1464,fomo aja,fomo
1669,saya fomo,fomo
582,fomo aja,fomo
2297,fomo,fomo
4666,saya fomo,fomo
4648,fomo aja,fomo
3018,saya bukan fomo,fomo
3133,aku fomo 🤓,fomo
2319,fomo rating *1 🤡🤡,fomo rating
1831,banyak fomo rating,fomo rating
19182,"Sebelumnya baik2 aja, tapi sekarang kenapa jadi force close terus pas main",force close
7269,Kenapa jadi sering force close padahal sebelumnya tidak pernah,force close
19882,Sering force close kagak jelas,force close
19513,force close terus,force close
19903,sering force close sesudah update,force close update
17010,Force close setelah update,force close update
19941,LOVE THIS GAME FR,fr
4758,best game fr,fr
15484,Thx for free *5 🥰,free
8630,free,free
16468,Saya sudah dapat fu xuan,fu xuan
18076,beri aku Fu xuan,fu xuan
16887,ga dapet fu xuan 😡😡,fu xuan
7428,Plis berikan aku Fugue ☝️👌,fugue
91,Kasih aku fugue please🙂,fugue
14897,Full bansos😅😋,full bansos
2503,seru banget full bansos,full bansos
3555,"full bansos, nice gameplay",full bansos
13412,"Is Good game ,so fun to play",fun
19871,I like it! Its very fun,fun
2969,Have Fun Aja Gamenya,fun
22552,this game so fun.,fun
16922,"Good game, very fun for this game",fun
18583,Fun game,fun
5129,Game ini sudah tidak fun,fun
8168,This game so fun,fun
11619,Have fun,fun
23244,Fun!,fun
17168,Funny Game,funny
17465,This game so good and funny to play,funny
14496,"Gamenya sih bagus, tapi kok baru baru ini malah gabisa masuk ke gamenya",gabisa masuk
24199,Ni knp y kok gabisa masuk??,gabisa masuk
11966,Gabisa masuk,gabisa masuk
4952,gabut 🤣🤣,gabut
18771,gabut,gabut
72,Best Gacha Game!!,gacha
14027,Gacha👍,gacha
17040,Nice gacha,gacha
14892,Terimakasih atas gacha nya🙏😁,gacha
6130,Game gacha paling baik,gacha
22657,Gacha ampas,gacha ampas
500,"game gacha terampas,",gacha ampas
7899,GACHA AMPAS.,gacha ampas
22936,Gacha ampas,gacha ampas
23087,Gacha nya ampas,gacha ampas
6455,gacha ampas,gacha ampas
22619,Gacha ampas,gacha ampas
22111,Gacha ampas,gacha ampas
21525,Gacha ampas,gacha ampas
21290,Gacha nya gak ampas,gacha ampas
21184,Gacha nya ampas banget,gacha ampas
1473,Gacha ampas,gacha ampas
20181,Gacha ampas,gacha ampas
19718,Game yang sangat bagus. Tapi gacha nya ampas,gacha ampas
19660,gacha ampas,gacha ampas
190,gacha ampas,gacha ampas
19359,Kalau bisa gacha nya jangan terlalu ampas lah,gacha ampas
7281,Gacha ampas,gacha ampas
22626,Gacha ampas,gacha ampas
23447,Gacha terlalu ampas,gacha ampas
10332,gacha ampas_-,gacha ampas
621,gacha ampas,gacha ampas
23962,Game nya bagus tapi gacha nya ampas,gacha ampas
11766,Gacha nya ampas mulu,gacha ampas mulu
8426,Gacha gw ampas mulu min,gacha ampas mulu
21145,Ini game punya masalah apa sama saya gacha ampas mulu,gacha ampas mulu
2551,Gacha gw ampas Mulu 🗿,gacha ampas mulu
16427,Gacha ampas Mulu 👹,gacha ampas mulu
1495,the best gacha game ever!!,gacha ever
14671,Best gacha game ever!,gacha ever
1656,Gacha gacor,gacha gacor
16144,Gacha kurang gacor,gacha gacor
14750,Gacha hoki terus 👌,gacha hoki
21754,Wah game nya bagus sekali dan gacha nya sangat hoki🥰🥰,gacha hoki
9789,Saya gacha ga pernah hoki,gacha hoki
16013,Gacha pelit,gacha pelit
22604,Gacha nya pelit,gacha pelit
21217,Gacha susah,gacha susah
18988,"Gamenya mantap , gacha nya juga gak terlalu susah",gacha susah
16428,Gacha tidak wangy,gacha wangy
515,gacha gw wangy😁👌,gacha wangy
14429,Gacha nya wangy (>_<),gacha wangy
18855,gacha wangy plisss🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻,gacha wangy
7654,GACHA WANGY,gacha wangy
16015,"Good Game,Gacha gw wangy"" bagus""",gacha wangy
17857,Gacor,gacor
2118,gacor,gacor
14799,Gacor pls hanya,gacor
13042,Game gacor,gacor
1385,gacor,gacor
8915,Saya gacor di game ini😁,gacor
10125,gacor,gacor
16252,Gacor,gacor
2269,gacor,gacor
6513,gacor,gacor
8568,Gacor terus kang mantap,gacor kang
12071,Gamenya gacor kang!!!🗣🗣🗣🗣🔥🔥🔥🔥💯💯💯💯,gacor kang
16041,Gacor kang,gacor kang
16839,Gacor kang,gacor kang
14069,Gacor kang,gacor kang
13652,Gacor kang,gacor kang
19420,Gacor Kang,gacor kang
19417,Gacor kang,gacor kang
18954,Gacor kang,gacor kang
14417,Game gaje,gaje
4231,game gaje,gaje
13109,GOOD GAMEE KEREN,gamee
9678,Nice gamee,gamee
19708,Good gamee,gamee
2026,BEST GAMEE!1!1!!1!1!1!!1,gamee
896,good gamee,gamee
5118,I love the gameee!!!,gameee
1040,GOOD GAMEEE,gameee
1478,I LOVE THIS GAMEEE💗💗💗,gameee
23283,Best Games!😆,games
14215,Good Games,games
22059,good games,games
124,Good Games,games
22632,It's The Good Games,games
18077,The best games,games
16694,best games 💯,games
24403,Nice games,games
22534,"Games baru, gak jelas......",games
18357,Good Games★★★★★,games
12333,Best games,games
22933,Love this games!,games
7922,Gg gaming,gaming
25355,Gg gaming,gaming
24661,GG gaming,gaming
19151,Gg gaming,gaming
18260,Gg gaming,gaming
25014,Game nya bagus dah garafik juga bagus,garafik
23488,Game nya keren garafik nya jd,garafik
24729,gas main,gas
15825,"Mantap,gas terus",gas
25080,Gas kan,gas
14857,Gas,gas
11058,gas,gas
21963,Gasss,gasss
24698,Gasss,gasss
24293,Gege,gege
23388,gege gemink,gege
14438,generous. love it,generous
14938,Thx for being generous,generous
13611,Di genshin tidak begini,genshin
14351,Di genshin tidak begitu,genshin
17399,Di genshin tidak begini😮‍💨,genshin
553,lebih bagus dari pada genshin!!!,genshin
5476,lebih seru daripada genshin🔥,genshin
15462,Di genshin tidak begitu,genshin
23710,genshin>>>>>>>>>,genshin
25341,"Ga bisa main Genshin, jadinya main ini aja 😅",genshin
10719,game ini seperti (genshin),genshin
17175,di genshin tidak begitu,genshin
21833,Best Game setelah Genshin 😅,genshin
23546,mirip genshin,genshin
10540,"Mantap, gak kayak genshin",genshin
14336,GENSHIN COULD NEVER,genshin could never
14218,GENSHIN COULD NEVER!!,genshin could never
14258,GENSHIN COULD NEVER,genshin could never
14184,Genshin Could Never,genshin could never
14283,Genshin Could never,genshin could never
14209,Genshin could never,genshin could never
14022,Genshin could never,genshin could never
13962,Genshin Could NEVER,genshin could never
13243,Genshin could never!,genshin could never
11145,Genshin would never,genshin would never
12765,Genshin would never,genshin would never
17255,di gensin tidak begitu,gensin
17476,Di gensin tidak begitu,gensin
21401,🗑🗑🗑🗑🗑 👍👍👍 gila sudah,gila
22103,Gila gamenya bagus banget,gila
14146,Gila,gila
17251,Gila. 😍,gila
13546,Gila 18gb,gila gb
18182,Gila 9GB 🤣,gila gb
13418,Gilaaa ni game,gilaaa
5195,Gilaaa,gilaaa
5758,Game bagus gini,gin
3587,Game bagus gini,gin
19079,Ternyata game kayak gini seru juga,gin
11936,Segini dlu,gin
23185,Mantep coy dah si gitu aja,gitu
9911,"ternyata, gitu",gitu
17032,Keren aja gitu,gitu
20109,Game nya bagus .................................................................................................................................................................................................................................................................................................................................................................................................................................................................................. Udah gitu aja,gitu
16007,YA gitu,gitu
20545,give me Jing yuan,give jing yuan
14713,Give me jing yuan,give jing yuan
16282,GIVE ME KAFKA,give kafka
17981,Give me kafka,give kafka
12435,Give me luck,give luck
7533,Please give me luck 🥹🥹🥹,give luck
18516,give me luck!,give luck
15316,Give Me Luck,give luck
800,GLOBAL PASIF!! 🤫,global pasif
5217,global pasif,global pasif
1460,terimakasih game global pasif,global pasif
510,global pasif gak jelas,global pasif
3148,global pasif,global pasif
4737,global pasif,global pasif
3799,Global pasif no no,global pasif
4683,global pasif 😂😂😂,global pasif
4905,global pasif,global pasif
4926,we don't like the global pasive,global pasive
2396,Tidak terima global pasive,global pasive
4176,no global pasive,global pasive
318,GLOBAL PASSIVE‼️‼️,global passive
4126,i like global passive,global passive
3711,GLOBAL PASSIVE MANTAP!,global passive
3825,I LOVE GLOBAL PASSIVE,global passive
3927,goat game baik,goat
21851,Goat,goat
21921,Goat.,goat
8580,GOAT,goat
5958,goat,goat
5837,The goat,goat
7814,God a game,god
4437,God game,god
19068,God game,god
7091,Gokil,gokil
16858,Gokil,gokil
13834,Gokil,gokil
629,gokil,gokil
23135,Gokil,gokil
23743,Goodgame,goodgame
14768,Goodgame,goodgame
13989,Goodgame,goodgame
23625,Goodgame,goodgame
21010,goodgame,goodgame
5881,Goof game,goof
16098,Goof,goof
19719,Goood,goood
16276,Goood,goood
6200,goood!!!,goood
16120,Harus dapet GOTY,goty
8262,goty banget,goty
1504,grafik nya bagus,grafik
12643,Bagus banget grafik nya,grafik
11796,Grafiknya bagus banget,grafik
11514,"Gamenya seru, grafiknya juga bagus 👍👍👍",grafik
18268,Game nya bagus bgt grafiknya keren,grafik
20551,game nya seru grafik nya mantap,grafik
20649,Grafik sangat bagus,grafik
11400,Bagus grafik nya,grafik
7276,grafiknya bagus banget,grafik
15698,"Game nya bagus banget grafik nya apalagi,gameplay nya seru",grafik
17929,Keren banget grafiknya,grafik
2704,Dari grafiknya sangat bagus,grafik
6868,Grafik nya bagus 👍,grafik
10840,Grafiknya bagus banget,grafik
13002,"Game nya bagus, dan juga grafik nya bagus..",grafik
15290,"Game keren, grafik pun bagus",grafik
13077,game nya bagus banget grafiknya,grafik
20051,Game nya bagus grafik nya juga bagus 👍,grafik
20890,Ini game bagus banget grafik nya keren,grafik
24050,Good game grafik gg,grafik
25388,Grafik nya bagus banget!!!,grafik
17866,"Mantap,, grafiknya 👍👍👍",grafik
23748,Bagus dan grafik luar biasa,grafik
7779,game bagus banget sama grafik,grafik
1244,gamenya grafik oke,grafik
25303,Grafik bagus,grafik
5688,Grafiknya bagus,grafik
22777,Keren grafiknya,grafik
9483,"Grafik nya bagus banget,geme nya seru banget",grafik
13773,Sudah bagus kok game nya sama grafik nya 😁👍,grafik
14998,Grafik nya bagus banget,grafik
16189,Bagus bgt gamenya soalnya bagus grafiknya,grafik
16260,Grafik gamenya bagus!!!!,grafik
22544,Grafik Sangat bagus,grafik
23818,Grafiknya sangat baguss,grafik baguss
5974,"Gamenya seru, grafiknya baguss❤️❤️",grafik baguss
24786,Game bagus grafik dewa,grafik dewa
25357,Grafik dewa,grafik dewa
20223,Good game lah ini grafik bagus karakter mantep mantep bagus ini game,grafik karakter
19017,"ini bagus bgt gamenya, mulai dari grafik sampai karakter. love this game.",grafik karakter
11921,"Game nya seru, grafiknya BAGUS!!, dan karakter nya keren keren",grafik karakter
15826,"seru, gameplay bagus & grafik yg memanjakan mata. thx Hoyoverse sudah membuat game ini",grafik manja mata
11555,"gamenya bagus dan seru, grafiknya cukup memanjakan mata",grafik manja mata
17274,"Makin lama makin seru, grafik mantap dan memanjakan mata",grafik manja mata
21992,"Gamenya sangat seru, grafik Bagus,Gameplay mudah di pahami",grafik mudah paham
12738,grafik bagus banget dan untuk gameplay sangat mudah di pahami,grafik mudah paham
22446,Nice game nice grafik and a story,grafik story
15435,Game nya bagus dari grafik dan story nya bagus,grafik story
14062,Mantap! Gratisannya banyak,gratis
10102,Mantap banyak gratisan,gratis
22055,Great,great
24471,The game is so great 💫,great
19705,This game great,great
25102,Great,great
15688,Great,great
9115,It's great,great
5237,great game,great
21485,Great game love it.,great
22659,great,great
22176,Great,great
18751,Great good,great
20723,How a great game 👍👍👍,great
21141,Great game,great
15218,great game,great
4588,greedy,greedy
5171,greedy,greedy
4504,so greedy,greedy
14241,Game bgs banyak hadiah,hadiah
8791,ini main game ini dapet hadiah,hadiah
1759,best game! banyak kasih hadiahnya,hadiah
13368,Halo game baik :),halo
13600,Halo game Baik,halo
9088,Halo game baik🥰🥰,halo
3465,hapus global pasif castorice,hapus global pasif castorice
2404,hapus global pasif castorice,hapus global pasif castorice
9681,Game haram,haram
13345,Game haram,haram
19978,Selalu hard pity :(,hard pity
13090,Hard pity terus,hard pity
22192,Hard pity terus,hard pity
9896,Selalu hard pity,hard pity
1623,Hard pity mulu,hard pity mulu
15843,"bagus gamenya, tapi tolong jgn hard pity mulu",hard pity mulu
19760,Hard pity mulu,hard pity mulu
20472,hard pity mulu,hard pity mulu
5408,I hate this,hate
22529,"i'm suck at this game, and i hate it",hate
3156,game baik hati ❤💞,hati
15262,Baik hati😁,hati
9887,game baik hati 🥰🥰🥰💋💋,hati
2738,game baik hati,hati
1268,game baik hati 🗿,hati
5697,Game baik hati Thanks Hoyoverse,hati
9523,game baik hati,hati
3361,game baik hati,hati
3200,game baik hati,hati
13806,Game baik hati.,hati
2456,Game bagus baik hati🥰,hati
11204,Game baik hati,hati
10198,Gim baik hati,hati
15156,Sehat-sehat game baik hati 😁,hati
25400,Game nya cukup HD,hd
22436,HD sekali,hd
12427,GG Game hebat,hebat
19176,Hebat,hebat
4335,game hebat,hebat
2754,hebat sekali!,hebat
17912,hebat,hebat
2064,hebat,hebat
3745,Hebat,hebat
2230,Hebat 😁👍,hebat
16289,Hebat,hebat
3620,game hebat,hebat
24878,Hebat,hebat
18485,Hebat,hebat
18566,Hebat😁👍,hebat
15846,👍Hebat,hebat
6438,Game hebat,hebat
25328,Hebat,hebat
25224,Hebat,hebat
6568,Hehe,hehe
22685,hehe,hehe
11092,bagus hehe,hehe
19181,hehe,hehe
7836,hehe,hehe
15482,Hehe,hehe
14401,Hehe,hehe
9618,hehe,hehe
16483,Hehe,hehe
10952,hehe,hehe
14256,Heheh,heheh
7100,heheh,heheh
22598,Sangat menghibur,hibur
3770,"Game bagus, saya terhibur dengan game ini.",hibur
18676,"Gg lah, udah sangat menghibur lah",hibur
16133,Minta hoki min,hoki
17349,ga hoki :(,hoki
9454,hoki,hoki
21297,kaga hoki sama sekali gw di game ini.,hoki
16274,Karena sering hoki,hoki
14056,honkai star rail,honkai star rail
6970,Honkai: Star Rail no,honkai star rail
11282,💘💘💘💘💘😍😍😍😍😍 I LOVE HONKAI: Star Rail,honkai star rail
6471,Game baik maksih honkai star rail love you,honkai star rail
9224,Ini aku main honkai star rail,honkai star rail
15767,honkai star rail sangat bagus👍,honkai star rail
12382,Terimakasih Hoyoverse. Terimakasih Honkai Star Rail. Game nya sangat bagus,honkai star rail
19907,Honkai : Star Rail ⭐⭐⭐⭐⭐,honkai star rail
6235,This game is so good~ i like honkai star rail,honkai star rail
12605,Honkai Star Rail nya seru banget,honkai star rail
246,Honkai: Star Rail 😐,honkai star rail
1521,HONKAI STAR RAIL BAIK,honkai star rail
13198,I Love Honkai Star Rail Very Good Game,honkai star rail
7270,Make honkai: star rail cloud please 🥺🥺,honkai star rail cloud
6206,Honkai star rail .kalo bisa ada cloud nya bagus juga,honkai star rail cloud
918,Hooh lah tidak ada masalah bagi aku,hooh
1972,hooh,hooh
25144,Hope will be good,hope
24625,I hope this game good,hope
9835,hot men👍👍,hot men
12946,Hot men,hot men
18610,Love hoyo game,hoyo
4924,Good Game Hoyo,hoyo
2854,seperti bisa game hoyo bagus semua,hoyo
3241,kenapa hoyo kenapa,hoyo
8060,Terima Kasih Hoyo☺☺,hoyo
12332,Bagus sekali hoyo,hoyo
6208,Kasih aku yang bagus hoyo 🙏,hoyo
2268,semangat hoyo,hoyo
24649,"Game nya bagus,Keren Hoyo",hoyo
3494,semangat lagi dah hoyo,hoyo
4260,hoyo terlalu baik emang,hoyo
21960,Just love Hoyo Game,hoyo
10877,Love you hoyo,hoyo
3185,TERIMAKASIH HOYO KAMU SANGAT BAIK SEKALI 😎,hoyo
4861,nice hoyo,hoyo
1312,semangat hoyo,hoyo
18469,I Love Hoyovers,hoyovers
3624,Semangat hoyovers,hoyovers
23355,"Nice Hoyovers,. 👏👏👏",hoyovers
20787,Thank you❤ hsr and hoyoverse,hsr
6575,I love hsr 😍,hsr
1267,"hsr.... mantep, itu aja dari saya",hsr
6955,I love HSR sm,hsr
14081,love hsr <3,hsr
9661,Love you hsr game baik,hsr
4901,ada apa dengan hsr,hsr
19073,Aku HSR,hsr
1576,"gg, i love you hsr",hsr
10329,HSR best game!,hsr
1338,semangat terus hsr,hsr
994,Terima kasih hsr,hsr
3022,semangat hsr,hsr
14996,Aku hsr,hsr
1931,ikutan,ikut
3020,aku hanya ikut ikutan aja,ikut
3437,ikutan,ikut
3062,ikut ikutan ah🤭,ikut ah
2963,ikutan ah,ikut ah
24970,This game Is very incredible,incredible
25234,Incredible!,incredible
5483,hp inflation,inflation
442,hp inflation,inflation
5282,insane powercreep,insane powercreep
2891,insane powercreep,insane powercreep
25326,Baru instal,instal
24938,Baru instal moga bagus 🙃,instal
18213,Intinya seru,inti
4053,Intinya semua bagus.,inti
4520,intinya seru,inti
24321,Intinya bagus,inti
23985,Intinya bagus,inti
20022,Iya 🙂,iya
11756,Iya,iya
19319,Iyh :3,iyh
19919,Iyh,iyh
19123,Iyh,iyh
18481,Iyh,iyh
24423,Jejak,jejak
16502,jejak awal main,jejak
19657,Jelek,jelek
12791,Game jelek,jelek
3783,jelek,jelek
20997,Jelek,jelek
24780,Jelek banget,jelek
2044,Jelek,jelek
3816,game jelek,jelek
13158,Jelek,jelek
23341,Game jelek,jelek
4372,jelek,jelek
4264,game jelek😠,jelek
22010,Jelek 🐸 banget game nya 😹😹,jelek
10074,Jelek,jelek
20814,Jelek....😓😓😓,jelek
1622,jelek banget,jelek
18990,Jelek banget,jelek
1687,jelek banget,jelek
7573,jelek,jelek
1752,jelek,jelek
6451,lama kalo mau main jelek,jelek
6401,Jelek,jelek
12055,Bagus atau jelek menurut kalian,jelek
9516,Jelek banget,jelek
21170,Game jelek,jelek
3744,terlalu jelek,jelek
3875,jelek,jelek
