userName,score,at,content
Pengguna Google,5,2025-04-07 12:11:05,"jangan spam bintang satu lah bang, biar apa ke gitu"
Pengguna Google,5,2025-04-07 12:08:36,"baguuss, yg rating 1 skill issue fomo kroco doang krna global passive hama"
Pengguna Google,5,2025-04-07 12:07:25,"story menarik , gameplay mayan , ultimate char nya gg , yang sabar yaa hsr moga kaga ilang dari playstore"
Pengguna Google,5,2025-04-07 12:05:06,"Game ini benar benar bagus , berusaha yang terbaik untuk fans nya. Tetapi walaupun banyak kritikan saya akan selalu mendukung apapun itu tentang game ini .Semoga bisa terus berkembang LEBIH pesat, dan mendapatkan Rating yang tinggi kembali 💗🙌🏻☺️"
Pengguna Google,1,2025-04-07 12:04:16,itu tolong dong powercreep nya perbaiki
Pengguna Google,5,2025-04-07 12:02:35,gamenya bagus banget
Pengguna Google,5,2025-04-07 12:00:09,"gamenya seru, yg ngasih bintang satu banyak maunya jir😂😂😂"
Pengguna Google,1,2025-04-07 11:57:17,"cuma ikut nambahin rating aja kasihan di bully terus, nih gw kasih rating 1 karena dulu pas main banner Aecrhon di bikin sakit hati terus uninstall sekarang cuma mau kasih rating aja biar nambahin bintangnya😁"
Pengguna Google,5,2025-04-07 11:57:12,game seru
Pengguna Google,5,2025-04-07 11:56:27,game nya seru
Pengguna Google,5,2025-04-07 11:55:56,"main ini dari 1.0 ya kali gara gara global pasif doang kasih rate 1, justru menurut gw malah bagus."
Pengguna Google,5,2025-04-07 11:55:47,tolong tambahkan fitur dating 🥰
Pengguna Google,5,2025-04-07 11:54:36,iya untuk game nya bagus lah tapi hoyo tolong serangan bos di kurangi masih sakit udah di nerf hp bos ny
Pengguna Google,5,2025-04-07 11:53:51,Terimakasih sudah menemani keseharian ku yang sunyi.
Pengguna Google,1,2025-04-07 11:51:27,penyakit powercreep gila
Pengguna Google,1,2025-04-07 11:50:28,powercreep nya tolong lebih di perhatikan le
Pengguna Google,5,2025-04-07 11:48:41,suka dari awal rilis hingga sekarang
Pengguna Google,5,2025-04-07 11:46:04,"Untuk keseluruhan nya game ini bagus baik dalam segi Story, Battle, Event, Grafik, ditambah dengan perpaduan Turn Base dan Sedikit Open World. Tergantung dari kitanya aja yang main , kalau kurang suka sama game turn base pasti bakal bosen. Dan untuk Powercreep di game ini sebenarnya Normal, karena hampir Semua Powercreep di game dengan genre Turn base itu pasti gak masuk akal.makanya saran dari ku Cobain game lain yang punya genre sama supaya tidak menganggap Powercreep di game ini tidak Normal."
Pengguna Google,5,2025-04-07 11:43:18,game baik bansos terus🥰😍
Pengguna Google,5,2025-04-07 11:42:12,"Lu enjoy? maen lah bang,lu gak enjoy? uninstall dan maen lah pou"
Pengguna Google,1,2025-04-07 11:41:09,Gratiskan Castorice😡
Pengguna Google,5,2025-04-07 11:37:55,"game yang seruuu, saya suka! banyak story yang bagus dan seru dan juga menarik!"
Pengguna Google,5,2025-04-07 11:37:50,"game keren, bagus bisa buat nyantai, story nya juga lumayan (kalo engga males baca)"
Pengguna Google,1,2025-04-07 11:37:46,"yahahahha mampus rating 1,kebanyakan kasih powercreeph sii,layar hitam,karakter baru terus seterusnya lama2 GK relavan,kasih ajah basos,engk guna kalah gtu mah😂,udh ini MH game orng kaya2 yng BLH main"
Pengguna Google,1,2025-04-07 11:36:40,buruk sekali
Pengguna Google,5,2025-04-07 11:35:40,"game nya seru boss nya gak gampang mati, hidup gw yg tadinya santai, tenang, dan damai jadi stress, stress, emosi, overthinking, dan muter otak 360°"
Pengguna Google,5,2025-04-07 11:34:34,yg rating 1 unsital aja hsr nya😹
Pengguna Google,5,2025-04-07 11:33:39,"game mantap nih , cara mainnya juga gak ribet ribet amat , kalo masalah musuhnya yang susah atau enggak ya tergantung playernya bisa build atau enggak, semisal mau karakter yang op ya gacha / build karakter yang ada , sekali lagi nih game mantap abis👍👍👍👍"
Pengguna Google,5,2025-04-07 11:33:36,Terima kasih untuk hadiah hadiah yg sering di kasihh
Pengguna Google,5,2025-04-07 11:32:49,Story terbaik 🥰 end game santai auto ongkang ongkang 😍
Pengguna Google,1,2025-04-07 11:30:42,dasar game rusak
Pengguna Google,5,2025-04-07 11:29:48,awal main versi 2.2 game ini udh menjadi hiburanku dan story juga bagus walaupun powercreep emng gila tapi saya tetap main game ini semoga Honkai strail kedepannya makin bagus game ini
Pengguna Google,5,2025-04-07 11:28:29,"desain chr nya bagus, storynya juga bagus dan banyak bansosnya. gamenya beneran sebagus itu, walau turn-based gabakalan bosen karena disuguhin sama story dan music nya yang indah."
Pengguna Google,5,2025-04-07 11:25:24,"pls jangan fomo ikut ikut kasih rating 1, ini hanya game bjir"
Pengguna Google,5,2025-04-07 11:21:59,Yang rating *1 itu banyak mau tch🙄🙄🙄
Pengguna Google,5,2025-04-07 11:21:30,"sangat bagus,story juga bagus, tapi saran kasih bansos yang banyak ya😁"
Pengguna Google,5,2025-04-07 11:20:42,"Ini salah satu game yang begitu menakjubkan yang pernah saya mainkan... visual karakter yang begitu menawan, serta gameplay unik, dan farming Stellar jade yang begitu mudah... event' yang dibuat juga menarik, dan memberi Stellar jade dan hadiah yang cukup banyak... meski terlalu banyak dialog, tapi cut scene dan ceritanya sangat menarik dan di buat cukup sempurna... Semoga kedepannya, cerita perjalanan Trailblazer akan menjadi lebih menarik dan misterius!"
Pengguna Google,5,2025-04-07 11:20:41,skill issue luck issue itulah player player hsr saat ini
Pengguna Google,5,2025-04-07 11:20:08,walaupun gw main sebentar doang karena hp dah ga kuat tapi overall bagus
Pengguna Google,5,2025-04-07 11:19:01,"aku suka game ini, yg ngasih ranting 1 fomo"
Pengguna Google,1,2025-04-07 11:16:54,game makin gak jelas dan gak Rama buat f2p dan apalah itu POWERCREP gila gilaan
Pengguna Google,1,2025-04-07 11:13:15,Game baik saya kasih bintang 5
Pengguna Google,1,2025-04-07 11:12:59,power creef nya edan
Pengguna Google,3,2025-04-07 11:12:57,ga balance karakter nya
Pengguna Google,5,2025-04-07 11:12:35,yahaha yang ngerating bintang 1 f2p banyak mau
Pengguna Google,1,2025-04-07 11:12:25,pay to win parah
Pengguna Google,5,2025-04-07 11:11:17,overall ini game udah bagus dari segi grafik yg memukai alur cerita yg bagus design setiap karakter yg mantab dan banyak bansos yg di berikan kepada pemain
Pengguna Google,5,2025-04-07 11:10:11,keren banyakin bansos
Pengguna Google,5,2025-04-07 11:10:06,suka aja sama desain karakter sama storyline nya
Pengguna Google,1,2025-04-07 11:09:10,"Semakin lama game semakin susah, bos gila-gilaan di buff sudah HP boss besar bisa nggambil max hp bisa nyerang bertubi dan atk boss besar2. Nggak ngotak untuk para F2P."
Pengguna Google,1,2025-04-07 11:08:13,ikutan
Pengguna Google,5,2025-04-07 11:08:07,game nya sangat bagus
Pengguna Google,5,2025-04-07 11:07:29,game nya sangat bagus
Pengguna Google,1,2025-04-07 11:02:25,payahhhhhh
Pengguna Google,5,2025-04-07 11:02:18,game nya bagus
Pengguna Google,5,2025-04-07 11:01:40,semangat mihoyo
Pengguna Google,5,2025-04-07 11:01:25,tetap semangat hoyo.. diriku tau kalau global passive casto pasti ada tujuan untuk patch dan karakter selanjutnya... lgian aku main happy aja soalnya alur ceritanya gk bosenin malah seru
Pengguna Google,5,2025-04-07 10:59:13,syukur-syukur
Pengguna Google,5,2025-04-07 10:58:48,asik
Pengguna Google,5,2025-04-07 10:56:54,yang kasih bintang 1 skill issue
Pengguna Google,5,2025-04-07 10:54:41,let's go lanjutkan saja game baik
Pengguna Google,5,2025-04-07 10:54:04,Game nya Bagus
Pengguna Google,1,2025-04-07 10:52:08,panjang panjang game powercreep
Pengguna Google,1,2025-04-07 10:51:54,"Ekosistem dalam game sangat buruk powercreep-nya sangat gila topup untuk gacha karacter akan terasa tidak berguna karna tidak akan bernilai lagi setelah rilis character baru.. dan juga sangat miskin inovasi, saya memainkan HI3 disana banyak sekali hal yg bisa kita lakukan sedangkan disini tidak banyak hal yang bisa dilakukan"
Pengguna Google,4,2025-04-07 10:50:53,"oke sih, banyak karakter bagus & ganteng' cuma suka kesel quest gabisa di skip, makan waktu berjam-jam & banyak puzzle yg tricky. overall bagus sih, oh iya suka kesel juga untuk farming relic nya, selalu ga puas dgn stats nya. kita butuh nya HP% malah di kasih ATK%, nanti kita butuh nya ATK% malah di kasih sebaliknya, jujur cape bgt farming relic nya meskipun skrng udh ada item baru yg bisa custom stats n substats tapi tetep aja substats nya yg pas di up tetap random."
Pengguna Google,5,2025-04-07 10:50:04,"bagus kok, suka bgt sama story ya"
Pengguna Google,5,2025-04-07 10:49:58,"gw ga peduli sama global passive global passive, gw cuma mau namatin nih game"
Pengguna Google,5,2025-04-07 10:49:09,"Satu kata ""Terbaik"", game pertama yg gw main dari hoyo..satu yg kurang, HP inflationnya kebanyakan, MOC, PF, AS dulu yg mudah sekarang sulit sekaliiii, lantai 10 sekarang sudah kayak lantai 12 dulu:( ....jadi gw males main konten endgame itu mending nikmati story, explore dan gacha karakter... y mungkin gw di katain skill issue dan relic issue tapi GPP, dan paling sulit cari relik yg bagus, udah 2 tahun masih aja kurang bagus"
Pengguna Google,5,2025-04-07 10:47:55,👍
Pengguna Google,5,2025-04-07 10:47:49,KERASIN LAGI MOCNYA WOY KURANG KERAS NIH
Pengguna Google,5,2025-04-07 10:47:02,ingat giliran di kasih char op malah di spam b1 wkwkw karbit2. dikit2 spam b1. jelek hadiah anniversary spam b1. giliran di kasih hadiah anniversary yg bagus pada bacot2
Pengguna Google,5,2025-04-07 10:45:25,nambahin rating b5🗿
Pengguna Google,5,2025-04-07 10:44:06,"halo hoyo, entah apa yg terjadi padamu soal global pasif, tapi aku masih suka dengan story hsr yang master piece, ku harap masalah ini menjadi damai ketika castorice telah rilis"
Pengguna Google,5,2025-04-07 10:43:20,"game bagus kok.yang ikut ikutan reting bintang 1 apa an dah fomo amat, kalau skill issue Jan banyak tingkah. masalah powercrep kan lu bisa gacha tiap bener ganti bansosnya juga bejibun dikasih di Tambah ada char gratis juga"
Pengguna Google,5,2025-04-07 10:42:31,baguss banget gila
Pengguna Google,5,2025-04-07 10:39:44,game baik semoga baik selalu
Pengguna Google,5,2025-04-07 10:39:32,i'll always love this game no matter what.
Pengguna Google,5,2025-04-07 10:38:34,"gua nggak tahu ni maksud bocil bocil fomo apaan, tiba tiba spam bintang 1,eh lu kalo build issue nggak usah main dah, bansos bejibun, boss di nerf, tu lo nggak anggep apa gimana?, yang lu anggep cuma bakal hadir global passive yang bakal ngerusak gameplay ni game, hadeuh, nggak bisa main lu cuma bikin orang lain jadi gak bisa main ni game, kalo gk suka ya tinggal delete lah, kek otak lu dimana?"
Pengguna Google,1,2025-04-07 10:38:22,hapus global pasif castorice
Pengguna Google,5,2025-04-07 10:36:09,"bagus bgt gamenya,apalagi sekarang ada karakter baru bernama castorice,makin bagus🥰terima kasi developer 🥰"
Pengguna Google,5,2025-04-07 10:36:07,game nya baik jir suka ngasih bansos
Pengguna Google,5,2025-04-07 10:36:06,player hengpong mau lo spam b1 cuma bikin rating turun dan ujung-ujungnya ni game malah ilang dongo
Pengguna Google,5,2025-04-07 10:34:42,"Honkai: Star Rail ini sungguh luar biasa! Grafiknya yang memukau, cerita yang menarik, dan gameplay yang seru membuat saya tidak bisa berhenti bermain. Karakter-karakter yang unik dan kuat juga sangat menyenangkan untuk dikumpulkan dan dikembangkan. Saya sangat menyukai bagaimana game ini menggabungkan elemen RPG dan strategi dengan sangat baik. Saya tidak sabar untuk melihat perkembangan game ini di masa depan!"
Pengguna Google,5,2025-04-07 10:34:10,"hp besar, gacha char baru blok"
Pengguna Google,5,2025-04-07 10:33:47,w creator
Pengguna Google,1,2025-04-07 10:30:44,"power creep, global passive"
Pengguna Google,5,2025-04-07 10:30:32,cukup tau
Pengguna Google,5,2025-04-07 10:27:25,game seru. cocok banget buat yang main santai. terus berkembang. jangan terpaku pada player yang memberi bintang satu. mereka hanya tidak menikmati nya. seru selalu dan jangan lupa bansos untuk player yang setia 👍😘
Pengguna Google,3,2025-04-07 10:25:16,"intensitas karakter baru terlalu padat, setiap pembaruan versi selalu saja 2 karakter bintang 5, yang menyebabkan terjadinya powercreep secara cepat. Selain itu, keseimbangan rasio antara karakter bintang 5 dan karakter bintang 4 sangat buruk."
Pengguna Google,1,2025-04-07 10:24:17,"Makin kedepan, makin dipaksa pull karakter baru. Tolong sesuaikan konten endgame yang lebih relevan ke karakter lama/baru sekalipun, sekedar saran dari player yang ingin game ini bisa layak di mainkan semua player (baru/lama sekalipun)"
Pengguna Google,5,2025-04-07 10:23:49,saya dukung
Pengguna Google,2,2025-04-07 10:23:02,"lack of events, lack of 4* character, patch sadly cuma rame di first half doang, also powercreep belakangan bikin agak malas pull b5"
Pengguna Google,5,2025-04-07 10:22:57,"game nya bagus,story menarik,banyak waifu"
Pengguna Google,5,2025-04-07 10:22:30,"Fandom penurun rating alay , gw main dari dulu aja masih seneng, ga peduli global passive, ngomong aja build issue"
Pengguna Google,1,2025-04-07 10:20:00,"game ngantuk banget kalo dari segi cerita iya, ini musuh pada gampang semua susahin lagi dong"
Pengguna Google,1,2025-04-07 10:19:48,Waste
Pengguna Google,5,2025-04-07 10:15:10,"Game terbaik, Sparkle cantik banget. Edit 2025 : buat yang spam rating 1 di playstore, lu kalo mau ngasih kritik mengenai patch/update seputar game (Terutama global passive) kirim langsung ke developernya b*doh, ada fitur feedback in-game! jangan spam rate 1 di playstore! spam rate 1 di play store gak bikin developer baca semua kritikan lu, kalo lu mikir kirim kritik langsung ke developer itu gak di denger, ya apalagi di playstore🫵🏻😂"
Pengguna Google,5,2025-04-07 10:15:05,"pengalaman terbaik apalagi penacony arc, BUILD ISSUE yang kasih rating 1"
Pengguna Google,5,2025-04-07 10:14:02,Panjang2 game baik
Pengguna Google,5,2025-04-07 10:10:23,Seru
Pengguna Google,5,2025-04-07 10:07:49,terima kasih game baik
Pengguna Google,5,2025-04-07 10:06:21,"Yang ngasih rating bintang 1,kebanyakan yang main skil isuee main asal asalan semua game ada mekaniknya kalo mau gamplay lancar bisa sampe end game usahain pelajari kit karakternya"
Pengguna Google,1,2025-04-07 10:06:12,power creepnya uda terlalu parah dan ga normal. kita udh gabisa pake karakter yg kita suka dan harus gacha karakter yg baru itupun juga nanti cuma bertahan bbrpa patch aja
Pengguna Google,5,2025-04-07 10:05:49,game nya bagus banget dari char alur cerita dll semua nya bagus aku suka banget dan hadiahnya pun juga banyak menurut ku ga ada yang kurang sih😀
Pengguna Google,5,2025-04-07 10:04:54,game baik
Pengguna Google,1,2025-04-07 10:03:45,hp musuh selalu bertambah setiap update tolong di perbaiki saya sebagai pengunaan baru sangat terganggu terlebih lagi mendapatkan item di honkai tergolong sulit
Pengguna Google,5,2025-04-07 10:01:27,"Heran aku ama player skrg, dikasih Chara se OP Castorice masih koar koar, dikasih Chara MID juga koar koar, buat development ga usah dengerin kata para bocil fomo itu, jangan sampe development diatur ama player dah. Semangat terus hoyoverse."
Pengguna Google,5,2025-04-07 09:59:45,semangat lagi dah hoyo
Pengguna Google,5,2025-04-07 09:59:00,No respect
Pengguna Google,5,2025-04-07 09:57:35,game nya sangat bagus
Pengguna Google,5,2025-04-07 09:56:42,"gamenya bagus, story juga bagus"
Pengguna Google,5,2025-04-07 09:56:15,"""Hp Inflation, Powercreep, Imbalance"" Star Rail😛"
Pengguna Google,5,2025-04-07 09:54:27,cepetan update
Pengguna Google,5,2025-04-07 09:52:28,"mantap le,bansos juga banjir (banyak bjir)🤑🤑🤑"
Pengguna Google,5,2025-04-07 09:46:13,sangat baguss gamenya
Pengguna Google,1,2025-04-07 09:45:58,mending genshin
Pengguna Google,1,2025-04-07 09:45:31,game turubase 😴💔💔
Pengguna Google,1,2025-04-07 09:44:40,gachanya kelewat ampas
Pengguna Google,5,2025-04-07 09:43:35,peak
Pengguna Google,1,2025-04-07 09:42:49,gamenya bagus cuma developer gak ngerti cara bikin keseimbangan antara karakter baru sama karakter lama kebanyakan cuma bikin karakter yang powernya lebih gede dari karakter lama biar player tertarik buat top up terus gacha jadi gamenya gak adil dari segi karakter
Pengguna Google,1,2025-04-07 09:40:33,"semua terasa beda setelah patch Rappa, powercreep parah, storytelling parah, pendapatan tinggi tpi gak keliatan improvement nya, collab gk ada kejelasan. bye, daripada nunggu janji improvement mending uninstall aja"
Pengguna Google,1,2025-04-07 09:40:06,akun gw kena hack dah kasih bukti bukti tetep aja gak di tanggepin nyesel mainin game ini
Pengguna Google,5,2025-04-07 09:40:05,character yang bagus terutama castorice itu yang bilang mengganggu fomo doang itu lanjutkan aja min 👍
Pengguna Google,5,2025-04-07 09:40:02,"woy ini kenapa pada rating bintang 1 sih, bukannya kalian yang terburu buru ga sih jangan gitu lah, kalo ini ilang di play store gw main dimana lagi co, ini game yang gw suka bikinan dari mihoyo sama honkai"
Pengguna Google,1,2025-04-07 09:39:16,"Balancing game sangat buruk hingga ditingkat karakter lama sangat lah kurang performa jika dimainkan di mode endgame terbaru, selain itu teknik story telling dalam cerita sangat lah bertele-tele dan membuat ngantuk, tolong pelajari teknik story telling ""Show, Dont Tell"" agar dialog dan story telling dalam game lebih menarik dan tolong sekali singkirkan black screen untuk menjelaskan kejadian yang seharusnya bisa diimplementasikan pada interaksi model karakter dalam cerita."
Pengguna Google,5,2025-04-07 09:37:57,"intinya ni game bagus, and i dont mind with favorism, karna lagi anniv juga. ini juga bukan game pvp, ko pada ribut? kesian player HP ntar gabisa main lgi klo lo pada rate bintang 1"
Pengguna Google,5,2025-04-07 09:37:41,game mantap
Pengguna Google,5,2025-04-07 09:37:20,"sejauh ini masih bagus, tetapi saya punya satu keinginan untuk developer, tolong untuk bagian LOADING nya, untuk di-update diubah agar simple saja atau turunkan renderingnya agar ketika login in game nya menjadi cepat dan tidak membuang waktu karna sangat monoton"
Pengguna Google,5,2025-04-07 09:36:08,Walau ada penyakit Power creep Gila bodo amat yang penting Beristri 4😋
Pengguna Google,5,2025-04-07 09:35:43,semangat
Pengguna Google,5,2025-04-07 09:34:56,apalah Mereka yg kasih b1 gak suka ya GK usah main aja gua yg awal main b aja kena powerkrep karena hsr udh beri bansos yg banyak untuk gacha karakter yg bagus lagi 😁👍
Pengguna Google,5,2025-04-07 09:30:16,♡
Pengguna Google,1,2025-04-07 09:29:21,"Jujur kecewa banget udah main dari pre register sampe sekarang, aku rasa semenjak keluar acheron HSR udah powercreep gila-gilaan dan gak diimbangi dengan ngasih balance ke karakter lama. Cukup tau aja lah klo makin kesini makin greedy dan disuruh buat gacha karakter baru buat bisa ngimbangi powercreep gila-gilaan"
Pengguna Google,5,2025-04-07 09:28:13,yang ngerate b1 skill issue semua🫵😹
Pengguna Google,5,2025-04-07 09:28:02,Bagus
Pengguna Google,1,2025-04-07 09:27:03,"progress untuk mendapatkan stellar jade sangat lama dan repetitive, sehingga menyebabkan player F2P mudah jenuh untuk memainkan game."
Pengguna Google,2,2025-04-07 09:21:47,"Makin lama makin bosen ama ni game, coba tambahin bansos atau guranted untuk gacha ny di tingkatkan males bgt ah rate off mulu mana selalu hard pity, klo hard rate on ny minimal soft pity lah kasi kemudahan buat player f2p..."
Pengguna Google,5,2025-04-07 09:18:14,plisss jangan rating bintang 1 terus nanti ilang gamenya
Pengguna Google,5,2025-04-07 09:18:08,"ngotak dikit lah yang rating bintang 1,pikirin kami sebagai player mobile gmna. gw mana mw main hsr cloud"
Pengguna Google,5,2025-04-07 09:17:11,itu yang rating bintang satu player skill issue suka CAPER ga jelas
Pengguna Google,1,2025-04-07 09:17:04,"game ini mulai tidak fair dan tidak ramah F2P, mungkin bisa dipertimbangkan jika 1 karakter memiliki Global passive maka karakter lama dibuat juga global passive atau dibentuk semacam team synergy dengan karakter tertentu."
Pengguna Google,5,2025-04-07 09:15:48,"Ini game bagus dari segi story, design karakter, write karakter, dan lain lain. Serta enak juga dengan fitur auto battle jadi pas habisin Trailblaze power tinggal diem doang selesai. Itu yang rating bintang 1 pada fomo atau gimana? game bagus gini di rating bintang 1 cuman gara gara hal sepele."
Pengguna Google,5,2025-04-07 09:15:32,keren bangettt
Pengguna Google,1,2025-04-07 09:14:28,kena rate off malas
Pengguna Google,5,2025-04-07 09:13:53,"yang rate B1 kebanyakan bocil fomo, Norak lu pada."
Pengguna Google,5,2025-04-07 09:13:21,alay yg kasih rating bintang 1
Pengguna Google,5,2025-04-07 09:13:05,"This game 🎮 is very good👍🏻🤩 in terms of design✍️🏻👀, fighting methods🥊🤺, and prizes ✨🎁. But I beg you to add a ""Multiplayer"" mode so we can play with our friends more‼️🙋🏻‍♀️🙋🏻‍♂️"
Pengguna Google,1,2025-04-07 09:12:11,"Game Hoyo selalu paling baru dari segi graphic makanya bisa bertahan, alasan saya suka HSR adalah segi animasi, Combat dan character2nya. Tapi hal tersebut menjadi kurang saya nikmati karena saya harus menyaksikan yapping yang bejibun, menyelesaikan quest yang bejibun juga seolah2 merasa kerja sih dibanding main game, ya intinya di game ini lebih banyak kerjaan dibanding kebebasan sehingga saya pribadi merasa permainannya tidak menyenangkan ditambah event pun yapping juga, kurangi yg begituan."
Pengguna Google,5,2025-04-07 09:08:06,menarik
Pengguna Google,1,2025-04-07 09:07:56,kurang bansos mana inflasi hp lagi + powercrept terus story yang ngebosenin kurang ngebuff chara lama sistem 50 /50 bukan 75 / 25 biar lebih mudah menang rate off dan bikin LC limited 100% dapet buat harga lc standart di shop turunin agar lebih gampang dibeli terlalu fokus kare terlalu fokus dengan LC lalu chara standart juga bisa dibeli di shop akan menjadi lebih bagus dan tambah hadiah daily menjadi 80 Jade berikan bansos sekitar 20 kali pull lebih bagus dan buat chara standart rememberance
Pengguna Google,1,2025-04-07 09:04:30,bosan
Pengguna Google,1,2025-04-07 09:00:31,"Entah kenapa semakin lama semakin Susah ngejar meta di hsr ini. Udah gitu HP musuhnya tebelnya minta ampun dah, belum lagi Event yang diberikan sedikit banget, membuat saya semakin susah buat ngejar meta yang ada. Belum lagi ada Yang namanya Global Passive yang membuat kita seakan Harus banget buat ngegacha karakter tersebut. jadi tolong kedepan HP Musuh yang tebel dikurangi dan karakter lama di buff dan juga Event yang diberikan diperbanyak lagi, itu aja saran dari saya buat Hoyo 🙏"
Pengguna Google,5,2025-04-07 09:00:22,game nya sangat menarik apalagi banyak karakter yang memiliki mekanisme cara bermainnya sendiri itu yang membuat saya terus memainkan game ini
Pengguna Google,5,2025-04-07 08:56:20,"Hopefully there will be many improvements in the future, one of the best games I have ever played. thank you hoyoverse"
Pengguna Google,5,2025-04-07 08:55:11,game baik
Pengguna Google,5,2025-04-07 08:54:20,"yg kasih rate 1 skill issue, f2p banyak mau"
Pengguna Google,5,2025-04-07 08:53:48,lebay ajg kek gitu doang rate *1
Pengguna Google,1,2025-04-07 08:53:33,"BUFF KARAKTER, TURUNKAN HP MUSUH."
Pengguna Google,5,2025-04-07 08:52:42,👍
Pengguna Google,1,2025-04-07 08:51:50,"Inflation hp which doesn't make sense, there are always 5 star limited characters released in every patch, There are no new 4-star characters that have good kits, which makes free-to-play players helpless. Please developers, pay attention to these aspects because they have a very big effect. Even though there are many events that provide attractive rewards, the emergence of these problems still cannot be covered up by the event alone. please make conditions where all characters can be played"
Pengguna Google,5,2025-04-07 08:51:24,"bodoamat sama powercreep,pasif global, buf HP musuh yg penting gua mainnya santai aja"
Pengguna Google,5,2025-04-07 08:45:08,"Saran terbaik yang bisa saya berikan perihal drama ""global pasif"" ini adalah untuk merubah/revamp menjadi ""party pasif"", jadi persyaratannya berubah CASTORICE HARUS BERADA DIPARTY untuk mendapatkan efek Edo tensei tersebut. Hal ini juga sudah termasuk berlebihan karena powercreep Fu Xuan E2 dan Bailu, namun hal ini juga lebih baik daripada mekanisme ""global"" yang membuat player protes & banyak KAUM FOMO NORAK yang ikutan rating 1 star pada APLIKASI ANDA...."
Pengguna Google,5,2025-04-07 08:43:51,yang rate bintang 1 = skill issue atau abis kalah rate off
Pengguna Google,5,2025-04-07 08:41:54,yg nge rate jelek palingan player skill issue
Pengguna Google,5,2025-04-07 08:41:33,"tingkatkan lagi hsr, udh bagus ko😃"
Pengguna Google,5,2025-04-07 08:37:56,"Great Game, for people that give 1star because of Castorice, just don't Pull and go touch some grass."
Pengguna Google,5,2025-04-07 08:37:36,story bagus dan gameplay nya bagus
Pengguna Google,5,2025-04-07 08:35:50,"Overall bagus. Cmn powercreep nya yg rada kurang ajar. Tapi kalo old chara dapat buff, contoh kayak fgo. Jadi char lawas seiring waktu mendapatkan buff agar dpt bersaing dgn chara baru. Itu bakal lebih bagus. Semoga diterapkan 👍"
Pengguna Google,5,2025-04-07 08:35:36,"full bansos, nice gameplay"
Pengguna Google,5,2025-04-07 08:33:35,gamenya seruu woylah
Pengguna Google,5,2025-04-07 08:33:08,lumayan lah
Pengguna Google,1,2025-04-07 08:31:20,penyakit HP inflation gila
Pengguna Google,5,2025-04-07 08:28:43,main tinggal main.
Pengguna Google,5,2025-04-07 08:26:26,please jangan tutup ☹️
Pengguna Google,5,2025-04-07 08:24:23,"nice story, gameplay, desain, character, NICE GAME."
Pengguna Google,1,2025-04-07 08:24:15,Kebanyakan powercreep
Pengguna Google,5,2025-04-07 08:22:26,“Hope is what makes us strong. It is why we are here. It is what we fight with when all else is lost.” ( Encourage the developers of this game to fight for the development of this game ) thank you so much .
Pengguna Google,5,2025-04-07 08:21:31,"Good,Can you give one setting option about damage number?,I suggest you make damage number continuous I think it reduces lag."
Pengguna Google,1,2025-04-07 08:21:29,makin susah :(
Pengguna Google,1,2025-04-07 08:21:18,powercreep
Pengguna Google,5,2025-04-07 08:14:30,game bagus
Pengguna Google,1,2025-04-07 08:12:35,kecewa berat akun gw hilang gjls ni hoyo
Pengguna Google,5,2025-04-07 08:11:41,"Main di hp iqoo z9x udah lancar dan nyaman dimainin, bansos banyak, Sehat sehat game baik"
Pengguna Google,5,2025-04-07 08:11:14,the best game I've ever play
Pengguna Google,5,2025-04-07 08:11:08,"yang bilang power creep apalah itu passive global, itu merekanya aja ngga bisa ngikutin perkembangan patch baru, skill issue build issue, buktinya saya bisa beres smua konten end game hanya dengan char seadanya🤭🤭🤭🤭 #BuildISSUE, SKILL ISSUE main game ini aja merasa kesusahan wkwkwk, f2p banyak mau kalo gua sih malu ya wkwkwkwkwk"
Pengguna Google,5,2025-04-07 08:09:58,baguss
Pengguna Google,1,2025-04-07 08:07:35,"hilangkan passive castorice, overall gamenya bagus dan optimal, cuman balancing meta karakter yang jelek banget"
Pengguna Google,5,2025-04-07 08:07:16,game bagus gini harus bintang 5 gk ikutan fomo gegara global passive doang main tinggal main musuh terlalu kuat lu nya aja yg jelek di relic lu dasar fomo
Pengguna Google,5,2025-04-07 08:06:43,😼😼
Pengguna Google,5,2025-04-07 08:05:58,"game udah bagus dan aspek lain nya juga udah bagus,tolong buat yg fomo jangan lah kasi B1,ini orang yg ingin nikmatin story game nya jadi was was,karena banyak yg rate 1 dan takut game nya hilang,tolong lah ya, padahal nih game dari awal rilis udah banyak berkembang,walau powercreap nya gila gilaan,tapi katanya ada kemungkinan char lama bakalan di revam,dan moga aja char lama bisa bersinar lagi,dan tolong perbaiki bintang nya ya🙏"
Pengguna Google,5,2025-04-07 08:05:43,jangan hilang yak 😕
Pengguna Google,5,2025-04-07 08:05:40,"gacha castorice, jangan banyak mau spam rate1 klo gk mau gacha diem aja udah🤣"
Pengguna Google,5,2025-04-07 08:01:45,game nya asik dan keren coy
Pengguna Google,1,2025-04-07 08:01:18,kecewa berat
Pengguna Google,5,2025-04-07 08:00:51,game baikk👍👍
Pengguna Google,4,2025-04-07 07:59:56,"Disaat Donwload data untuk pra-unduh, saya selalu mengalami ""donwload gagal"" Padahal jaringan saya tidak ada masalah"
Pengguna Google,1,2025-04-07 07:57:36,Tolong Game nya di permudah
